episode_id,employee_id,message_id,thread_id,arrival_min,subject,body,archetype,gold_priority,gold_reply_type,gold_project_code,gold_required_key,gold_required_value,needs_memory,is_anchor_message,n_threads
ep-00000,emp-003,ep-00000-m-0021,ep-00000-th-022,28.283,Status check | M729,"Thread anchor. Project M729. Owner Morgan Kim. Due 2001-10-28. Question: what is the current status, and what is the next step? Regards.",information_request,P1,REQUEST_INFO,M729,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0022,ep-00000-th-023,28.866,Decision recommendation | S809,Thread anchor. Project S809. Owner Morgan Miller. Due 2001-04-03. Which option should we choose and why? Please recommend a path with 1-2 key tradeoffs. Please take a look and reply with your recommendation. Looping you in for visibility.,request_with_question,P1,ANSWER,S809,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0023,ep-00000-th-024,31.24,Review and respond | D509,Thread anchor. Project D509. Owner Riley Kim. Due 2001-09-09. Please review the latest draft and reply with any edits or approval to proceed. Please handle this this week. Regards.,direct_request,P1,ANSWER,D509,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0024,ep-00000-th-025,32.098,[URGENT] Board deck numbers | E516,Thread anchor. Project E516. Owner Cameron Lee. Due 2001-10-14. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-10-14. This is urgent. Noted for reference.,deadline_request,P0,ANSWER,E516,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0025,ep-00000-th-026,32.654,[URGENT] Contract signature | D625,Thread anchor. Project D625. Owner Alex Shah. Due 2001-08-03. Need sign-off on the final contract terms so we can execute before the deadline. Need action by 2001-08-03. This is urgent. Regards.,deadline_request,P0,ANSWER,D625,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0026,ep-00000-th-027,33.669,Quick action needed | B269,Thread anchor. Project B269. Owner Taylor Shah. Due 2001-02-19. Please take the requested action and confirm once done (or tell me what is blocked). Please handle this this week. Regards.,direct_request,P1,ANSWER,B269,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0027,ep-00000-th-028,36.131,[URGENT] Board deck numbers | U253,Thread anchor. Project U253. Owner Sam Khan. Due 2001-12-17. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-12-17. This is urgent. Best.,deadline_request,P0,ANSWER,U253,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0028,ep-00000-th-029,37.509,Heads up | P236,Thread anchor. Project P236. Owner Avery Chen. Due 2001-06-14. FYI: there is a minor change; no action needed from you right now. Best.,informational_update,P2,ACK,P236,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0029,ep-00000-th-030,40.308,Review and respond | H537,Thread anchor. Project H537. Owner Jamie Chen. Due 2001-06-27. Please review the latest draft and reply with any edits or approval to proceed. Please handle this this week. Regards.,direct_request,P1,ANSWER,H537,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0030,ep-00000-th-031,42.608,[URGENT] Board deck numbers | M826,Thread anchor. Project M826. Owner Sam Khan. Due 2001-04-16. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-04-16. This is urgent. Regards.,deadline_request,P0,ANSWER,M826,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0031,ep-00000-th-032,49.504,Quick action needed | J842,Thread anchor. Project J842. Owner Alex Clark. Due 2001-07-04. Please take the requested action and confirm once done (or tell me what is blocked). Please handle this this week. Best.,direct_request,P1,ANSWER,J842,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0032,ep-00000-th-033,51.793,Owner clarification | C698,"Thread anchor. Project C698. Owner Jamie Patel. Due 2001-04-07. Question: who owns the next action here, and what is the expected timeline? Noted for reference.",information_request,P1,REQUEST_INFO,C698,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0033,ep-00000-th-034,52.906,FYI update | Y791,Thread anchor. Project Y791. Owner Taylor Patel. Due 2001-08-26. FYI: we made progress and will follow up with a fuller update later. Looping you in for visibility.,informational_update,P2,ACK,Y791,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0034,ep-00000-th-035,55.361,Blocking details | A226,"Thread anchor. Project A226. Owner Casey Brown. Due 2001-05-09. Question: what is blocked right now, and what do you need from me to unblock it? Noted for reference.",information_request,P1,REQUEST_INFO,A226,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0035,ep-00000-th-036,55.453,[URGENT] Contract signature | Z385,Thread anchor. Project Z385. Owner Sam Khan. Due 2001-08-09. Need sign-off on the final contract terms so we can execute before the deadline. Need action by 2001-08-09. This is soon. Noted for reference.,deadline_request,P0,ANSWER,Z385,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0036,ep-00000-th-037,55.685,Draft attached | G262,Thread anchor. Project G262. Owner Jordan Brown. Due 2001-01-09. Sharing the latest draft for reference. No action required yet unless you spot an issue. Sharing in case useful.,document_delivery,P2,ACK,G262,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0037,ep-00000-th-038,57.955,Decision recommendation | D901,Thread anchor. Project D901. Owner Alex Miller. Due 2001-11-25. Which option should we choose and why? Please recommend a path with 1-2 key tradeoffs. Please take a look and reply with your recommendation. Noted for reference.,request_with_question,P1,ANSWER,D901,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0038,ep-00000-th-039,59.342,[URGENT] Board deck numbers | N522,Thread anchor. Project N522. Owner Taylor Lee. Due 2001-10-10. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-10-10. This is urgent. Thanks.,deadline_request,P0,ANSWER,N522,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0039,ep-00000-th-040,60.95,FYI update | T771,Thread anchor. Project T771. Owner Taylor Kim. Due 2001-01-27. FYI: we made progress and will follow up with a fuller update later. Best.,informational_update,P2,ACK,T771,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0040,ep-00000-th-041,62.726,Quick action needed | D160,Thread anchor. Project D160. Owner Cameron Clark. Due 2001-02-21. Please take the requested action and confirm once done (or tell me what is blocked). Please handle this this week. Looping you in for visibility.,direct_request,P1,ANSWER,D160,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0041,ep-00000-th-042,62.873,Status check | S886,"Thread anchor. Project S886. Owner Alex Patel. Due 2001-04-09. Question: what is the current status, and what is the next step? Thanks.",information_request,P1,REQUEST_INFO,S886,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0042,ep-00000-th-043,64.281,FYI update | Z548,Thread anchor. Project Z548. Owner Casey Chen. Due 2001-02-27. FYI: we made progress and will follow up with a fuller update later. Thanks.,informational_update,P2,ACK,Z548,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0043,ep-00000-th-044,69.291,[URGENT] Contract signature | H218,Thread anchor. Project H218. Owner Alex Shah. Due 2001-12-04. Need sign-off on the final contract terms so we can execute before the deadline. Need action by 2001-12-04. This is urgent. Looping you in for visibility.,deadline_request,P0,ANSWER,H218,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0044,ep-00000-th-045,71.56,Blocking details | S474,"Thread anchor. Project S474. Owner Jordan Clark. Due 2001-10-01. Question: what is blocked right now, and what do you need from me to unblock it? Noted for reference.",information_request,P1,REQUEST_INFO,S474,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0045,ep-00000-th-046,71.707,[URGENT] Contract signature | V217,Thread anchor. Project V217. Owner Morgan Patel. Due 2001-07-26. Need sign-off on the final contract terms so we can execute before the deadline. Need action by 2001-07-26. This is urgent. Thanks.,deadline_request,P0,ANSWER,V217,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0046,ep-00000-th-047,76.44,Decision recommendation | H557,Thread anchor. Project H557. Owner Jamie Garcia. Due 2001-12-15. Which option should we choose and why? Please recommend a path with 1-2 key tradeoffs. Please take a look and reply with your recommendation. Sharing in case useful.,request_with_question,P1,ANSWER,H557,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0047,ep-00000-th-048,81.895,Heads up | M122,Thread anchor. Project M122. Owner Casey Brown. Due 2001-02-18. FYI: there is a minor change; no action needed from you right now. Sharing in case useful.,informational_update,P2,ACK,M122,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0048,ep-00000-th-049,84.173,Risk assessment | D773,Thread anchor. Project D773. Owner Morgan Lee. Due 2001-12-05. Can you assess the main risks and propose mitigations before we commit? Please take a look and reply with your recommendation. Looping you in for visibility.,request_with_question,P1,ANSWER,D773,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0049,ep-00000-th-050,85.354,Schedule change | T823,Thread anchor. Project T823. Owner Morgan Chen. Due 2001-08-22. FYI: timeline shifted; we will adjust and confirm the new plan. Noted for reference.,informational_update,P2,ACK,T823,none,,0,1,50
ep-00000,emp-003,ep-00000-m-0050,ep-00000-th-001,85.787,Re: Heads up,FYI update on project U688. FYI: there is a minor change; no action needed from you right now. Regards.,informational_update,P2,ACK,U688,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0051,ep-00000-th-001,86.563,Re: Heads up,FYI update on project U688. FYI: there is a minor change; no action needed from you right now. Looping you in for visibility.,informational_update,P2,ACK,U688,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0052,ep-00000-th-020,88.152,Re: Review and respond,Follow-up for project M501. Please review the latest draft and reply with any edits or approval to proceed. Please take action this week. Best.,direct_request,P1,ANSWER,M501,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0053,ep-00000-th-040,88.923,Re: FYI update,FYI update on project T771. FYI: we made progress and will follow up with a fuller update later. Sharing in case useful.,informational_update,P2,ACK,T771,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0054,ep-00000-th-048,91.777,Re: Heads up,FYI update on project M122. FYI: there is a minor change; no action needed from you right now. Thanks.,informational_update,P2,ACK,M122,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0055,ep-00000-th-048,93.094,Re: Heads up,FYI update on project M122. FYI: there is a minor change; no action needed from you right now. Thanks.,informational_update,P2,ACK,M122,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0056,ep-00000-th-048,93.896,Re: Heads up,FYI update on project M122. FYI: there is a minor change; no action needed from you right now. Sharing in case useful.,informational_update,P2,ACK,M122,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0057,ep-00000-th-023,94.926,Re: Decision recommendation,Quick follow-up. Which option should we choose and why? Please recommend a path with 1-2 key tradeoffs. Can you share your recommendation this week? Looping you in for visibility.,request_with_question,P1,ANSWER,S809,project_code,S809,1,0,50
ep-00000,emp-003,ep-00000-m-0058,ep-00000-th-023,97.438,Re: Decision recommendation,Follow-up for project S809. Which option should we choose and why? Please recommend a path with 1-2 key tradeoffs. Please reply this week. Looping you in for visibility.,request_with_question,P1,ANSWER,S809,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0059,ep-00000-th-023,98.526,Re: Decision recommendation,Quick follow-up. Which option should we choose and why? Please recommend a path with 1-2 key tradeoffs. Can you share your recommendation this week? Looping you in for visibility.,request_with_question,P1,ANSWER,S809,project_code,S809,1,0,50
ep-00000,emp-003,ep-00000-m-0060,ep-00000-th-023,98.53,Re: Decision recommendation,Follow-up for project S809. Which option should we choose and why? Please recommend a path with 1-2 key tradeoffs. Please reply this week. Sharing in case useful.,request_with_question,P1,ANSWER,S809,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0061,ep-00000-th-023,99.382,Re: Decision recommendation,Follow-up for project S809. Which option should we choose and why? Please recommend a path with 1-2 key tradeoffs. Please reply this week. Looping you in for visibility.,request_with_question,P1,ANSWER,S809,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0062,ep-00000-th-023,104.154,Re: Decision recommendation,Follow-up for project S809. Which option should we choose and why? Please recommend a path with 1-2 key tradeoffs. Please reply this week. Noted for reference.,request_with_question,P1,ANSWER,S809,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0063,ep-00000-th-041,104.388,Re: Quick action needed,Quick follow-up. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week and confirm once done. Sharing in case useful.,direct_request,P1,ANSWER,D160,project_code,D160,1,0,50
ep-00000,emp-003,ep-00000-m-0064,ep-00000-th-028,104.992,[URGENT] Re: Board deck numbers,Follow-up for project U253. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-12-17; please handle today. Noted for reference.,deadline_request,P0,ANSWER,U253,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0065,ep-00000-th-028,107.833,[URGENT] Re: Board deck numbers,Follow-up for project U253. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-12-17; please handle today. Thanks.,deadline_request,P0,ANSWER,U253,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0066,ep-00000-th-028,108.138,[URGENT] Re: Board deck numbers,Follow-up for project U253. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-12-17; please handle today. Regards.,deadline_request,P0,ANSWER,U253,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0067,ep-00000-th-021,109.888,Re: Scope tradeoff,"Quick follow-up. If we need to cut scope, what would you remove first? Please recommend a minimal viable plan. Can you share your recommendation this week? Regards.",request_with_question,P1,ANSWER,J962,project_code,J962,1,0,50
ep-00000,emp-003,ep-00000-m-0068,ep-00000-th-028,111.506,[URGENT] Re: Board deck numbers,Follow-up for project U253. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-12-17; please handle today. Looping you in for visibility.,deadline_request,P0,ANSWER,U253,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0069,ep-00000-th-028,112.769,[URGENT] Re: Board deck numbers,Follow-up for project U253. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-12-17; please handle today. Best.,deadline_request,P0,ANSWER,U253,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0070,ep-00000-th-028,113.845,[URGENT] Re: Board deck numbers,Follow-up for project U253. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-12-17; please handle today. Noted for reference.,deadline_request,P0,ANSWER,U253,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0071,ep-00000-th-028,114.76,Re: Board deck numbers,Quick follow-up on the prior thread. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Please handle this today. Deadline is tight; treat as urgent. Sharing in case useful.,deadline_request,P0,ANSWER,U253,project_code,U253,1,0,50
ep-00000,emp-003,ep-00000-m-0072,ep-00000-th-007,117.377,Re: Contract signature,Quick follow-up on the prior thread. Need sign-off on the final contract terms so we can execute before the deadline. Please handle this today. Deadline is tight; treat as urgent. Best.,deadline_request,P0,ANSWER,B768,project_code,B768,1,0,50
ep-00000,emp-003,ep-00000-m-0073,ep-00000-th-032,118.022,Re: Quick action needed,Quick follow-up. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week and confirm once done. Noted for reference.,direct_request,P1,ANSWER,J842,project_code,J842,1,0,50
ep-00000,emp-003,ep-00000-m-0074,ep-00000-th-032,118.165,Re: Quick action needed,Follow-up for project J842. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week. Regards.,direct_request,P1,ANSWER,J842,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0075,ep-00000-th-030,125.676,Re: Review and respond,Quick follow-up. Please review the latest draft and reply with any edits or approval to proceed. Please take action this week and confirm once done. Noted for reference.,direct_request,P1,ANSWER,H537,project_code,H537,1,0,50
ep-00000,emp-003,ep-00000-m-0076,ep-00000-th-030,128.164,Re: Review and respond,Quick follow-up. Please review the latest draft and reply with any edits or approval to proceed. Please take action this week and confirm once done. Noted for reference.,direct_request,P1,ANSWER,H537,project_code,H537,1,0,50
ep-00000,emp-003,ep-00000-m-0077,ep-00000-th-032,129.879,Re: Quick action needed,Follow-up for project J842. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week. Thanks.,direct_request,P1,ANSWER,J842,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0078,ep-00000-th-032,129.889,Re: Quick action needed,Follow-up for project J842. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week. Sharing in case useful.,direct_request,P1,ANSWER,J842,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0079,ep-00000-th-042,130.195,Re: Status check,"Quick follow-up. Question: what is the current status, and what is the next step? Thanks.",information_request,P1,REQUEST_INFO,S886,project_code,S886,1,0,50
ep-00000,emp-003,ep-00000-m-0080,ep-00000-th-046,139.929,[URGENT] Re: Contract signature,Follow-up for project V217. Need sign-off on the final contract terms so we can execute before the deadline. Need action by 2001-07-26; please handle today. Thanks.,deadline_request,P0,ANSWER,V217,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0081,ep-00000-th-046,142.266,Re: Contract signature,Quick follow-up on the prior thread. Need sign-off on the final contract terms so we can execute before the deadline. Please handle this today. Deadline is tight; treat as urgent. Regards.,deadline_request,P0,ANSWER,V217,project_code,V217,1,0,50
ep-00000,emp-003,ep-00000-m-0082,ep-00000-th-031,146.888,Re: Board deck numbers,Quick follow-up on the prior thread. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Please handle this today. Deadline is tight; treat as urgent. Best.,deadline_request,P0,ANSWER,M826,project_code,M826,1,0,50
ep-00000,emp-003,ep-00000-m-0083,ep-00000-th-031,146.923,[URGENT] Re: Board deck numbers,Follow-up for project M826. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-04-16; please handle today. Looping you in for visibility.,deadline_request,P0,ANSWER,M826,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0084,ep-00000-th-024,147.541,Re: Review and respond,Quick follow-up. Please review the latest draft and reply with any edits or approval to proceed. Please take action this week and confirm once done. Thanks.,direct_request,P1,ANSWER,D509,project_code,D509,1,0,50
ep-00000,emp-003,ep-00000-m-0085,ep-00000-th-011,148.336,Re: Send requested data,Follow-up for project D848. Please send the requested numbers (or point me to where they live) so I can finish the update. Please take action this week. Sharing in case useful.,direct_request,P1,ANSWER,D848,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0086,ep-00000-th-011,151.158,Re: Send requested data,Follow-up for project D848. Please send the requested numbers (or point me to where they live) so I can finish the update. Please take action this week. Regards.,direct_request,P1,ANSWER,D848,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0087,ep-00000-th-011,151.443,Re: Send requested data,Quick follow-up. Please send the requested numbers (or point me to where they live) so I can finish the update. Please take action this week and confirm once done. Thanks.,direct_request,P1,ANSWER,D848,project_code,D848,1,0,50
ep-00000,emp-003,ep-00000-m-0088,ep-00000-th-011,151.742,Re: Send requested data,Follow-up for project D848. Please send the requested numbers (or point me to where they live) so I can finish the update. Please take action this week. Regards.,direct_request,P1,ANSWER,D848,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0089,ep-00000-th-025,157.679,[URGENT] Re: Board deck numbers,Follow-up for project E516. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-10-14; please handle today. Sharing in case useful.,deadline_request,P0,ANSWER,E516,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0090,ep-00000-th-025,159.271,Re: Board deck numbers,Quick follow-up on the prior thread. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Please handle this today. Deadline is tight; treat as urgent. Noted for reference.,deadline_request,P0,ANSWER,E516,project_code,E516,1,0,50
ep-00000,emp-003,ep-00000-m-0091,ep-00000-th-017,161.83,[URGENT] Re: Board deck numbers,Follow-up for project R213. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-10-28; please handle this week. Best.,deadline_request,P0,ANSWER,R213,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0092,ep-00000-th-016,166.502,Re: Schedule change,FYI update on project A310. FYI: timeline shifted; we will adjust and confirm the new plan. Noted for reference.,informational_update,P2,ACK,A310,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0093,ep-00000-th-043,166.848,Re: FYI update,FYI update on project Z548. FYI: we made progress and will follow up with a fuller update later. Noted for reference.,informational_update,P2,ACK,Z548,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0094,ep-00000-th-032,166.875,Re: Quick action needed,Quick follow-up. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week and confirm once done. Noted for reference.,direct_request,P1,ANSWER,J842,project_code,J842,1,0,50
ep-00000,emp-003,ep-00000-m-0095,ep-00000-th-035,167.277,Re: Blocking details,"Quick follow-up. Question: what is blocked right now, and what do you need from me to unblock it? Best.",information_request,P1,REQUEST_INFO,A226,project_code,A226,1,0,50
ep-00000,emp-003,ep-00000-m-0096,ep-00000-th-027,168.899,Re: Quick action needed,Follow-up for project B269. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week. Noted for reference.,direct_request,P1,ANSWER,B269,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0097,ep-00000-th-033,179.439,Re: Owner clarification,"Follow-up on project C698. Question: who owns the next action here, and what is the expected timeline? Sharing in case useful.",information_request,P1,REQUEST_INFO,C698,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0098,ep-00000-th-004,181.62,Re: Heads up,FYI update on project O498. FYI: there is a minor change; no action needed from you right now. Thanks.,informational_update,P2,ACK,O498,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0099,ep-00000-th-049,191.703,Re: Risk assessment,Follow-up for project D773. Can you assess the main risks and propose mitigations before we commit? Please reply this week. Noted for reference.,request_with_question,P1,ANSWER,D773,none,,0,0,50
ep-00000,emp-003,ep-00000-m-0100,ep-00000-th-049,193.668,Re: Risk assessment,Quick follow-up. Can you assess the main risks and propose mitigations before we commit? Can you share your recommendation this week? Looping you in for visibility.,request_with_question,P1,ANSWER,D773,project_code,D773,1,0,50
