episode_id,employee_id,message_id,thread_id,arrival_min,subject,body,archetype,gold_priority,gold_reply_type,gold_required_key,gold_required_value,needs_memory,is_anchor_message,n_threads
ep-00000,emp-001,ep-00000-m-0035,ep-00000-th-036,72.433,Blocking details | B379,"Thread anchor. Project B379. Owner Alex Chen. Due 2001-04-02. Question: what is blocked right now, and what do you need from me to unblock it? Regards.",information_request,P1,REQUEST_INFO,none,,0,1,50
ep-00000,emp-001,ep-00000-m-0036,ep-00000-th-037,72.556,Status check | E593,"Thread anchor. Project E593. Owner Avery Shah. Due 2001-09-06. Question: what is the current status, and what is the next step? Best.",information_request,P1,REQUEST_INFO,none,,0,1,50
ep-00000,emp-001,ep-00000-m-0037,ep-00000-th-038,75.364,Schedule change | F478,Thread anchor. Project F478. Owner Morgan Kim. Due 2001-05-04. FYI: timeline shifted; we will adjust and confirm the new plan. Looping you in for visibility.,informational_update,P2,ACK,none,,0,1,50
ep-00000,emp-001,ep-00000-m-0038,ep-00000-th-039,75.754,Quick action needed | H139,Thread anchor. Project H139. Owner Cameron Kim. Due 2001-08-14. Please take the requested action and confirm once done (or tell me what is blocked). Please handle this this week. Best.,direct_request,P1,ANSWER,none,,0,1,50
ep-00000,emp-001,ep-00000-m-0039,ep-00000-th-040,75.81,Send requested data | K107,Thread anchor. Project K107. Owner Cameron Shah. Due 2001-11-06. Please send the requested numbers (or point me to where they live) so I can finish the update. Please handle this this week. Best.,direct_request,P1,ANSWER,none,,0,1,50
ep-00000,emp-001,ep-00000-m-0040,ep-00000-th-041,76.9,[URGENT] Contract signature | I815,Thread anchor. Project I815. Owner Alex Brown. Due 2001-03-15. Need sign-off on the final contract terms so we can execute before the deadline. Need action by 2001-03-15. This is urgent. Noted for reference.,deadline_request,P0,ANSWER,none,,0,1,50
ep-00000,emp-001,ep-00000-m-0041,ep-00000-th-042,77.086,[URGENT] Approval needed | P338,Thread anchor. Project P338. Owner Taylor Kim. Due 2001-12-15. Need your approval on the revised plan so we can proceed without slipping the due date. Need action by 2001-12-15. This is urgent. Regards.,deadline_request,P0,ANSWER,none,,0,1,50
ep-00000,emp-001,ep-00000-m-0042,ep-00000-th-043,77.951,Status check | M367,"Thread anchor. Project M367. Owner Morgan Lee. Due 2001-10-15. Question: what is the current status, and what is the next step? Looping you in for visibility.",information_request,P1,REQUEST_INFO,none,,0,1,50
ep-00000,emp-001,ep-00000-m-0043,ep-00000-th-044,80.208,Status check | Y960,"Thread anchor. Project Y960. Owner Casey Patel. Due 2001-04-10. Question: what is the current status, and what is the next step? Thanks.",information_request,P1,REQUEST_INFO,none,,0,1,50
ep-00000,emp-001,ep-00000-m-0044,ep-00000-th-045,80.88,Owner clarification | G628,"Thread anchor. Project G628. Owner Alex Patel. Due 2001-05-05. Question: who owns the next action here, and what is the expected timeline? Noted for reference.",information_request,P1,REQUEST_INFO,none,,0,1,50
ep-00000,emp-001,ep-00000-m-0045,ep-00000-th-046,82.327,[URGENT] Contract signature | D378,Thread anchor. Project D378. Owner Jamie Lee. Due 2001-08-05. Need sign-off on the final contract terms so we can execute before the deadline. Need action by 2001-08-05. This is urgent. Looping you in for visibility.,deadline_request,P0,ANSWER,none,,0,1,50
ep-00000,emp-001,ep-00000-m-0046,ep-00000-th-047,82.753,Decision recommendation | L848,Thread anchor. Project L848. Owner Morgan Clark. Due 2001-02-26. Which option should we choose and why? Please recommend a path with 1-2 key tradeoffs. Please take a look and reply with your recommendation. Thanks.,request_with_question,P1,ANSWER,none,,0,1,50
ep-00000,emp-001,ep-00000-m-0047,ep-00000-th-048,83.373,Heads up | W837,Thread anchor. Project W837. Owner Sam Kim. Due 2001-07-26. FYI: there is a minor change; no action needed from you right now. Thanks.,informational_update,P2,ACK,none,,0,1,50
ep-00000,emp-001,ep-00000-m-0048,ep-00000-th-049,87.03,Risk assessment | R866,Thread anchor. Project R866. Owner Jordan Garcia. Due 2001-09-14. Can you assess the main risks and propose mitigations before we commit? Please take a look and reply with your recommendation. Noted for reference.,request_with_question,P1,ANSWER,none,,0,1,50
ep-00000,emp-001,ep-00000-m-0049,ep-00000-th-050,87.384,Quick action needed | V927,Thread anchor. Project V927. Owner Jordan Khan. Due 2001-06-23. Please take the requested action and confirm once done (or tell me what is blocked). Please handle this this week. Looping you in for visibility.,direct_request,P1,ANSWER,none,,0,1,50
ep-00000,emp-001,ep-00000-m-0050,ep-00000-th-001,88.609,Re: Status check,"Quick follow-up. Question: what is the current status, and what is the next step? Sharing in case useful.",information_request,P1,REQUEST_INFO,project_code,H328,1,0,50
ep-00000,emp-001,ep-00000-m-0051,ep-00000-th-001,89.754,Re: Status check,"Quick follow-up. Question: what is the current status, and what is the next step? Regards.",information_request,P1,REQUEST_INFO,project_code,H328,1,0,50
ep-00000,emp-001,ep-00000-m-0052,ep-00000-th-043,89.909,Re: Status check,"Quick follow-up. Question: what is the current status, and what is the next step? Sharing in case useful.",information_request,P1,REQUEST_INFO,project_code,M367,1,0,50
ep-00000,emp-001,ep-00000-m-0053,ep-00000-th-043,93.235,Re: Status check,"Follow-up on project M367. Question: what is the current status, and what is the next step? Noted for reference.",information_request,P1,REQUEST_INFO,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0054,ep-00000-th-019,93.492,Re: Send requested data,Follow-up for project X506. Please send the requested numbers (or point me to where they live) so I can finish the update. Please take action this week. Regards.,direct_request,P1,ANSWER,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0055,ep-00000-th-019,96.392,Re: Send requested data,Follow-up for project X506. Please send the requested numbers (or point me to where they live) so I can finish the update. Please take action this week. Looping you in for visibility.,direct_request,P1,ANSWER,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0056,ep-00000-th-001,97.411,Re: Status check,"Quick follow-up. Question: what is the current status, and what is the next step? Looping you in for visibility.",information_request,P1,REQUEST_INFO,project_code,H328,1,0,50
ep-00000,emp-001,ep-00000-m-0057,ep-00000-th-001,97.555,Re: Status check,"Follow-up on project H328. Question: what is the current status, and what is the next step? Best.",information_request,P1,REQUEST_INFO,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0058,ep-00000-th-022,100.617,[URGENT] Re: Board deck numbers,Follow-up for project O994. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-12-06; please handle this week. Regards.,deadline_request,P0,ANSWER,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0059,ep-00000-th-022,100.697,[URGENT] Re: Board deck numbers,Follow-up for project O994. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-12-06; please handle this week. Sharing in case useful.,deadline_request,P0,ANSWER,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0060,ep-00000-th-022,108.469,[URGENT] Re: Board deck numbers,Follow-up for project O994. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-12-06; please handle this week. Best.,deadline_request,P0,ANSWER,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0061,ep-00000-th-043,113.171,Re: Status check,"Quick follow-up. Question: what is the current status, and what is the next step? Thanks.",information_request,P1,REQUEST_INFO,project_code,M367,1,0,50
ep-00000,emp-001,ep-00000-m-0062,ep-00000-th-043,114.413,Re: Status check,"Follow-up on project M367. Question: what is the current status, and what is the next step? Best.",information_request,P1,REQUEST_INFO,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0063,ep-00000-th-043,115.236,Re: Status check,"Quick follow-up. Question: what is the current status, and what is the next step? Sharing in case useful.",information_request,P1,REQUEST_INFO,project_code,M367,1,0,50
ep-00000,emp-001,ep-00000-m-0064,ep-00000-th-009,116.201,Re: Review and respond,Quick follow-up. Please review the latest draft and reply with any edits or approval to proceed. Please take action this week and confirm once done. Sharing in case useful.,direct_request,P1,ANSWER,project_code,L479,1,0,50
ep-00000,emp-001,ep-00000-m-0065,ep-00000-th-009,116.254,Re: Review and respond,Follow-up for project L479. Please review the latest draft and reply with any edits or approval to proceed. Please take action this week. Sharing in case useful.,direct_request,P1,ANSWER,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0066,ep-00000-th-009,118.031,Re: Review and respond,Follow-up for project L479. Please review the latest draft and reply with any edits or approval to proceed. Please take action this week. Sharing in case useful.,direct_request,P1,ANSWER,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0067,ep-00000-th-015,118.892,Re: Owner clarification,"Quick follow-up. Question: who owns the next action here, and what is the expected timeline? Sharing in case useful.",information_request,P1,REQUEST_INFO,project_code,K761,1,0,50
ep-00000,emp-001,ep-00000-m-0068,ep-00000-th-014,121.193,[URGENT] Re: Approval needed,Follow-up for project A552. Need your approval on the revised plan so we can proceed without slipping the due date. Need action by 2001-03-22; please handle today. Noted for reference.,deadline_request,P0,ANSWER,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0069,ep-00000-th-046,121.268,[URGENT] Re: Contract signature,Follow-up for project D378. Need sign-off on the final contract terms so we can execute before the deadline. Need action by 2001-08-05; please handle today. Regards.,deadline_request,P0,ANSWER,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0070,ep-00000-th-031,125.357,Re: Draft attached,Sharing for project R840. Sharing the latest draft for reference. No action required yet unless you spot an issue. Noted for reference.,document_delivery,P2,ACK,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0071,ep-00000-th-031,125.368,Re: Draft attached,Sharing for project R840. Sharing the latest draft for reference. No action required yet unless you spot an issue. Best.,document_delivery,P2,ACK,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0072,ep-00000-th-034,125.897,Re: FYI update,FYI update on project Y703. FYI: we made progress and will follow up with a fuller update later. Regards.,informational_update,P2,ACK,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0073,ep-00000-th-034,126.748,Re: FYI update,FYI update on project Y703. FYI: we made progress and will follow up with a fuller update later. Looping you in for visibility.,informational_update,P2,ACK,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0074,ep-00000-th-034,128.139,Re: FYI update,FYI update on project Y703. FYI: we made progress and will follow up with a fuller update later. Looping you in for visibility.,informational_update,P2,ACK,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0075,ep-00000-th-034,131.722,Re: FYI update,FYI update on project Y703. FYI: we made progress and will follow up with a fuller update later. Thanks.,informational_update,P2,ACK,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0076,ep-00000-th-011,132.668,Re: Scope tradeoff,"Follow-up for project H858. If we need to cut scope, what would you remove first? Please recommend a minimal viable plan. Please reply this week. Thanks.",request_with_question,P1,ANSWER,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0077,ep-00000-th-009,134.057,Re: Review and respond,Follow-up for project L479. Please review the latest draft and reply with any edits or approval to proceed. Please take action this week. Thanks.,direct_request,P1,ANSWER,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0078,ep-00000-th-048,134.68,Re: Heads up,FYI update on project W837. FYI: there is a minor change; no action needed from you right now. Sharing in case useful.,informational_update,P2,ACK,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0079,ep-00000-th-049,134.71,Re: Risk assessment,Quick follow-up. Can you assess the main risks and propose mitigations before we commit? Can you share your recommendation this week? Best.,request_with_question,P1,ANSWER,project_code,R866,1,0,50
ep-00000,emp-001,ep-00000-m-0080,ep-00000-th-044,137.571,Re: Status check,"Follow-up on project Y960. Question: what is the current status, and what is the next step? Regards.",information_request,P1,REQUEST_INFO,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0081,ep-00000-th-044,138.575,Re: Status check,"Quick follow-up. Question: what is the current status, and what is the next step? Sharing in case useful.",information_request,P1,REQUEST_INFO,project_code,Y960,1,0,50
ep-00000,emp-001,ep-00000-m-0082,ep-00000-th-040,139.752,Re: Send requested data,Follow-up for project K107. Please send the requested numbers (or point me to where they live) so I can finish the update. Please take action this week. Noted for reference.,direct_request,P1,ANSWER,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0083,ep-00000-th-011,139.885,Re: Scope tradeoff,"Follow-up for project H858. If we need to cut scope, what would you remove first? Please recommend a minimal viable plan. Please reply this week. Thanks.",request_with_question,P1,ANSWER,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0084,ep-00000-th-028,141.754,Re: Quick action needed,Quick follow-up. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week and confirm once done. Sharing in case useful.,direct_request,P1,ANSWER,project_code,E251,1,0,50
ep-00000,emp-001,ep-00000-m-0085,ep-00000-th-015,143.208,Re: Owner clarification,"Quick follow-up. Question: who owns the next action here, and what is the expected timeline? Best.",information_request,P1,REQUEST_INFO,project_code,K761,1,0,50
ep-00000,emp-001,ep-00000-m-0086,ep-00000-th-015,144.837,Re: Owner clarification,"Follow-up on project K761. Question: who owns the next action here, and what is the expected timeline? Looping you in for visibility.",information_request,P1,REQUEST_INFO,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0087,ep-00000-th-015,145.17,Re: Owner clarification,"Follow-up on project K761. Question: who owns the next action here, and what is the expected timeline? Looping you in for visibility.",information_request,P1,REQUEST_INFO,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0088,ep-00000-th-021,146.432,Re: FYI update,FYI update on project I394. FYI: we made progress and will follow up with a fuller update later. Best.,informational_update,P2,ACK,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0089,ep-00000-th-021,146.706,Re: FYI update,FYI update on project I394. FYI: we made progress and will follow up with a fuller update later. Looping you in for visibility.,informational_update,P2,ACK,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0090,ep-00000-th-004,148.0,Re: Decision recommendation,Follow-up for project D248. Which option should we choose and why? Please recommend a path with 1-2 key tradeoffs. Please reply this week. Looping you in for visibility.,request_with_question,P1,ANSWER,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0091,ep-00000-th-004,149.547,Re: Decision recommendation,Quick follow-up. Which option should we choose and why? Please recommend a path with 1-2 key tradeoffs. Can you share your recommendation this week? Noted for reference.,request_with_question,P1,ANSWER,project_code,D248,1,0,50
ep-00000,emp-001,ep-00000-m-0092,ep-00000-th-012,150.362,Re: FYI update,FYI update on project L665. FYI: we made progress and will follow up with a fuller update later. Thanks.,informational_update,P2,ACK,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0093,ep-00000-th-012,154.831,Re: FYI update,FYI update on project L665. FYI: we made progress and will follow up with a fuller update later. Noted for reference.,informational_update,P2,ACK,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0094,ep-00000-th-024,155.119,[URGENT] Re: Approval needed,Follow-up for project D376. Need your approval on the revised plan so we can proceed without slipping the due date. Need action by 2001-02-17; please handle today. Regards.,deadline_request,P0,ANSWER,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0095,ep-00000-th-037,155.596,Re: Status check,"Follow-up on project E593. Question: what is the current status, and what is the next step? Thanks.",information_request,P1,REQUEST_INFO,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0096,ep-00000-th-037,156.725,Re: Status check,"Quick follow-up. Question: what is the current status, and what is the next step? Regards.",information_request,P1,REQUEST_INFO,project_code,E593,1,0,50
ep-00000,emp-001,ep-00000-m-0097,ep-00000-th-037,156.845,Re: Status check,"Quick follow-up. Question: what is the current status, and what is the next step? Best.",information_request,P1,REQUEST_INFO,project_code,E593,1,0,50
ep-00000,emp-001,ep-00000-m-0098,ep-00000-th-011,158.476,Re: Scope tradeoff,"Quick follow-up. If we need to cut scope, what would you remove first? Please recommend a minimal viable plan. Can you share your recommendation this week? Regards.",request_with_question,P1,ANSWER,project_code,H858,1,0,50
ep-00000,emp-001,ep-00000-m-0099,ep-00000-th-036,160.942,Re: Blocking details,"Follow-up on project B379. Question: what is blocked right now, and what do you need from me to unblock it? Thanks.",information_request,P1,REQUEST_INFO,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0100,ep-00000-th-037,162.409,Re: Status check,"Follow-up on project E593. Question: what is the current status, and what is the next step? Best.",information_request,P1,REQUEST_INFO,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0101,ep-00000-th-037,166.956,Re: Status check,"Follow-up on project E593. Question: what is the current status, and what is the next step? Looping you in for visibility.",information_request,P1,REQUEST_INFO,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0102,ep-00000-th-007,167.169,Re: Heads up,FYI update on project V637. FYI: there is a minor change; no action needed from you right now. Sharing in case useful.,informational_update,P2,ACK,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0103,ep-00000-th-007,169.189,Re: Heads up,FYI update on project V637. FYI: there is a minor change; no action needed from you right now. Noted for reference.,informational_update,P2,ACK,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0104,ep-00000-th-007,170.046,Re: Heads up,FYI update on project V637. FYI: there is a minor change; no action needed from you right now. Best.,informational_update,P2,ACK,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0105,ep-00000-th-006,171.964,Re: Send requested data,Follow-up for project K525. Please send the requested numbers (or point me to where they live) so I can finish the update. Please take action this week. Sharing in case useful.,direct_request,P1,ANSWER,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0106,ep-00000-th-030,172.621,Re: Status check,"Follow-up on project R427. Question: what is the current status, and what is the next step? Regards.",information_request,P1,REQUEST_INFO,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0107,ep-00000-th-050,174.051,Re: Quick action needed,Follow-up for project V927. Please take the requested action and confirm once done (or tell me what is blocked). Please take action this week. Thanks.,direct_request,P1,ANSWER,none,,0,0,50
ep-00000,emp-001,ep-00000-m-0108,ep-00000-th-006,177.969,Re: Send requested data,Quick follow-up. Please send the requested numbers (or point me to where they live) so I can finish the update. Please take action this week and confirm once done. Best.,direct_request,P1,ANSWER,project_code,K525,1,0,50
ep-00000,emp-001,ep-00000-m-0109,ep-00000-th-008,179.255,Re: Heads up,FYI update on project G364. FYI: there is a minor change; no action needed from you right now. Sharing in case useful.,informational_update,P2,ACK,none,,0,0,50
