message_id,recommended_priority,priority_grade,recommended_reply_type,reply_grade,info_sufficient,rationale
ep-00001-m-0074,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0075,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0076,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0077,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0078,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0079,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0080,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0081,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0082,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0083,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0084,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0085,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0086,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0087,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0088,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0089,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0090,P0,good,REQUEST_INFO,good,0,Time-sensitive board deck confirmation by a specific date; need deck/version and metric sources to verify accurately.
ep-00001-m-0091,P1,good,REQUEST_INFO,good,0,Action requested but unspecified; must clarify task details and deadline to proceed.
ep-00001-m-0092,P2,good,NONE,good,1,Pure FYI schedule shift with no ask; no response required.
ep-00001-m-0093,P2,good,NONE,good,1,FYI progress update with no request; can be filed without replying.
ep-00001-m-0094,P1,good,REQUEST_INFO,good,0,Requests action this week but doesn’t specify what; need clarification to execute.
ep-00001-m-0095,P2,good,NONE,good,1,FYI-only progress note; no action or reply needed.
ep-00001-m-0096,P1,good,ANSWER,borderline,0,"They’re asking who owns next action; you should propose/assign DRI if possible, but may need more context if unclear."
ep-00001-m-0097,P2,good,NONE,good,1,Explicitly says no action needed; no reply required.
ep-00001-m-0098,P1,good,REQUEST_INFO,good,0,Action requested but not described; need specifics to complete and confirm.
ep-00001-m-0099,P2,good,NONE,good,1,FYI schedule change with promise of updated plan later; no response needed.
ep-00001-m-0100,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0101,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0102,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0103,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0104,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0105,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0106,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0107,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0108,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0109,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0110,P2,good,NONE,good,1,Pure FYI schedule shift; sender will confirm new plan. No action requested.
ep-00001-m-0111,P2,good,NONE,good,1,FYI progress update with promise of later details; no request or decision needed.
ep-00001-m-0112,P2,good,NONE,good,1,"Visibility-only progress note; no action asked. Optional courtesy ack, but not required."
ep-00001-m-0113,P2,good,NONE,good,1,"Duplicate visibility FYI; no action requested, so no reply needed."
ep-00001-m-0114,P2,good,NONE,good,1,FYI progress update; nothing to do until fuller update arrives.
ep-00001-m-0115,P2,good,NONE,good,1,Routine FYI progress update; can be archived/await follow-up.
ep-00001-m-0116,P2,good,NONE,good,1,Explicitly says minor change and no action needed; FYI only.
ep-00001-m-0117,P2,good,NONE,good,1,Visibility-only progress update; no response required.
ep-00001-m-0118,P1,good,REQUEST_INFO,good,0,Action requested this week but unspecified; need clarification to proceed. P1 fits near-term task.
ep-00001-m-0119,P1,good,REQUEST_INFO,good,0,Follow-up demands action/confirmation this week without details; requesting specifics is appropriate and timely.
ep-00001-m-0120,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0121,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0122,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0123,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0124,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0125,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0126,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0127,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0128,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0129,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0130,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0131,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0132,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0133,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0134,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0135,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0136,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0137,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0138,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0139,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0140,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0141,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0142,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0143,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0144,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0145,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0146,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0147,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0148,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0149,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0150,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0151,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0152,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0153,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0154,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0155,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0156,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0157,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0158,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0159,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0160,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0161,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0162,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0163,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0164,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0165,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0166,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0167,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0168,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0169,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0170,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0171,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0172,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0173,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0174,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0175,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0176,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0177,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0178,P2,bad,NONE,bad,0,batch_missing
ep-00001-m-0179,P2,bad,NONE,bad,0,batch_missing
