message_id,recommended_priority,priority_grade,recommended_reply_type,reply_grade,info_sufficient,rationale
ep-00000-m-0050,P1,good,REQUEST_INFO,good,0,Status request lacks any project/item context; needs clarification to answer. Not urgent but should be handled soon.
ep-00000-m-0051,P1,good,REQUEST_INFO,good,0,Asks for status/next step without identifying the work; requesting project code/link is appropriate. Reasonably important but not emergency.
ep-00000-m-0052,P1,good,REQUEST_INFO,good,0,"Even if M367 is known, agent lacks current status details; asking owner for latest status/blockers/next step is appropriate."
ep-00000-m-0053,P1,good,REQUEST_INFO,good,0,Project is specified but current status/next step info isn’t provided; requesting details/source link is reasonable. P1 fits follow-up.
ep-00000-m-0054,P1,good,REQUEST_INFO,good,0,"Request references prior ‘requested numbers’ but specifics missing; clarifying metrics/timeframe/source is needed. ‘This week’ makes it important, not urgent."
ep-00000-m-0055,P1,good,REQUEST_INFO,good,0,"Action needed this week; specifics of “requested numbers” unclear, so clarifying questions are appropriate."
ep-00000-m-0056,P1,good,REQUEST_INFO,good,0,No project/context provided; must ask for identifier/link before giving status and next steps.
ep-00000-m-0057,P1,good,REQUEST_INFO,good,0,Project code given but no tracker/link; requesting context to ensure correct status is reasonable.
ep-00000-m-0058,P2,bad,REQUEST_INFO,good,0,Deadline is 2001-12-06 (not time-sensitive now); still need deck/link details to confirm numbers.
ep-00000-m-0059,P2,bad,REQUEST_INFO,good,0,"Despite “URGENT,” the stated deadline is long past; treat as non-urgent but request missing deck/metric details."
ep-00000-m-0060,P1,borderline,REQUEST_INFO,good,0,Time-sensitive this week but not clearly same-day emergency; needs deck/version and sources to confirm numbers.
ep-00000-m-0061,P2,bad,ANSWER,bad,1,A status check should be answered with current status/next step; asking them for status details is unnecessary.
ep-00000-m-0062,P2,bad,ANSWER,bad,1,Follow-up status request should get a direct update; requesting basics back from requester is avoidable.
ep-00000-m-0063,P2,bad,ANSWER,bad,1,They asked for status/next step; you should provide it rather than ask them for tracker and status.
ep-00000-m-0064,P1,good,REQUEST_INFO,good,0,Actionable review request without draft link/context; need the document and deadline specifics to proceed.
ep-00000-m-0065,P1,good,REQUEST_INFO,good,0,"Action needed this week; important but not emergency. Lacks draft/link and review/approval method, so clarification is reasonable."
ep-00000-m-0066,P1,good,REQUEST_INFO,good,0,"Same as above: needs timely review this week, but missing draft and specifics; requesting info is appropriate."
ep-00000-m-0067,P2,good,REQUEST_INFO,good,0,Asks for owner/timeline but provides no context; not urgent. Need more details to answer accurately.
ep-00000-m-0068,P0,good,REQUEST_INFO,good,0,"Explicit urgent, handle today to avoid slip. Need revised plan/link and approval mechanism to proceed."
ep-00000-m-0069,P0,good,REQUEST_INFO,good,0,Marked urgent and asks to handle today. Missing contract document and sign-off process; clarification needed to complete.
ep-00000-m-0070,P2,good,NONE,good,1,Clearly FYI/reference with explicit “no action required”; routine priority and no reply needed.
ep-00000-m-0071,P2,good,NONE,good,1,Draft shared for reference; no request. P2 and no response are reasonable unless issues found.
ep-00000-m-0072,P2,good,NONE,good,1,Pure FYI progress note with promise of later update; no action or question.
ep-00000-m-0073,P2,good,NONE,good,1,Looped in for visibility only; no action requested. P2 and no reply appropriate.
ep-00000-m-0074,P2,good,NONE,good,1,Same as prior: visibility-only FYI. No reply required; routine priority.
ep-00000-m-0075,P2,good,NONE,good,1,Pure FYI progress update with no request; P2 and no reply needed are appropriate.
ep-00000-m-0076,P1,good,REQUEST_INFO,good,0,Actionable this-week request but lacks scope/options; asking for context before recommending cuts is reasonable.
ep-00000-m-0077,P1,good,REQUEST_INFO,good,0,Needs the draft/link and review instructions to act; P1 fits a this-week action request.
ep-00000-m-0078,P2,good,NONE,good,1,Explicitly says no action needed; P2 and no reply are appropriate.
ep-00000-m-0079,P1,good,REQUEST_INFO,good,0,Risk assessment requested this week but missing project/plan and decision details; requesting info is necessary and timely.
ep-00000-m-0080,P1,good,ANSWER,bad,1,"They asked for current status/next step; you should provide your best update or say you’ll check, not ask them for basics."
ep-00000-m-0081,P2,borderline,REQUEST_INFO,good,0,No project identifier/context; requesting the tracker/link is reasonable. Priority could be routine unless there’s an implied deadline.
ep-00000-m-0082,P1,good,REQUEST_INFO,good,0,They want specific numbers but didn’t specify which; clarifying metrics/time period/source and delivery location is appropriate.
ep-00000-m-0083,P1,good,REQUEST_INFO,good,0,"Need current scope, constraints, and success criteria to recommend cuts/MVP; asking for those details is appropriate."
ep-00000-m-0084,P1,good,REQUEST_INFO,good,0,Requested action is unspecified; must ask what action/link/deadline to proceed. P1 fits since action requested this week.
ep-00000-m-0085,P1,good,REQUEST_INFO,good,0,Asks for owner and timeline but lacks context; needs clarification to answer. Important but not urgent.
ep-00000-m-0086,P1,good,REQUEST_INFO,good,0,Project code given but “next action” unclear; need tracker/status to determine DRI and timeline.
ep-00000-m-0087,P1,good,REQUEST_INFO,good,0,Same as prior: actionable question but insufficient detail to assign ownership/timeline.
ep-00000-m-0088,P2,good,NONE,good,1,Pure FYI progress note with no ask; no reply required.
ep-00000-m-0089,P2,good,NONE,good,1,FYI/visibility-only update; no action requested so no response needed.
ep-00000-m-0090,P1,good,REQUEST_INFO,good,0,Needs a recommendation but options/criteria aren’t provided. This week implies soon but not emergency; asking for context is appropriate.
ep-00000-m-0091,P1,good,REQUEST_INFO,good,0,"Same as above: actionable this week, but cannot recommend without knowing options and decision criteria."
ep-00000-m-0092,P2,good,NONE,good,1,Pure FYI progress update with no ask; no reply required and non-urgent.
ep-00000-m-0093,P2,good,NONE,good,1,FYI-only note; no action requested. P2 and no response are reasonable.
ep-00000-m-0094,P0,good,REQUEST_INFO,borderline,0,Urgent approval needed today; better to reply with conditional approval or immediate review request. Asking for plan link is necessary but should expedite.
ep-00000-m-0095,P1,good,REQUEST_INFO,borderline,0,P1 fits a status follow-up. But you could reply with whatever status you have; requesting info may be unnecessary if you own E593.
ep-00000-m-0096,P1,good,REQUEST_INFO,borderline,0,"Priority is fine. Reply type depends on whether you’re the DRI; if so, should ANSWER with current known status, not ask basics."
ep-00000-m-0097,P1,good,REQUEST_INFO,borderline,0,"Reasonable to ask for context if you lack it, but a status-check email typically expects an update; REQUEST_INFO risks delay."
ep-00000-m-0098,P1,good,REQUEST_INFO,good,0,They want a recommendation ‘this week’; you need scope/success criteria to advise cuts. REQUEST_INFO is appropriate.
ep-00000-m-0099,P1,good,REQUEST_INFO,borderline,0,"P1 is appropriate for a blocking follow-up. If you’re involved, you should state known blockers; otherwise REQUEST_INFO is fine."
ep-00000-m-0100,P1,good,ANSWER,bad,1,"They asked for status/next step; you should answer with what you know and ask for missing details, not only request info."
ep-00000-m-0101,P1,good,ANSWER,bad,1,"Even if looped in, a brief status/next step (or ownership clarification) is better than only requesting info."
ep-00000-m-0102,P2,good,NONE,good,1,Explicit FYI and no action needed; no reply required.
ep-00000-m-0103,P2,good,NONE,good,1,FYI-only update with no action needed; archiving without reply is reasonable.
ep-00000-m-0104,P2,good,NONE,good,1,"Minor change, no action needed; no response necessary."
ep-00000-m-0105,P1,good,REQUEST_INFO,good,0,Action requested this week but unspecified metrics/source/delivery. Reasonable to treat as important and ask clarifying details.
ep-00000-m-0106,P2,borderline,ANSWER,bad,1,A status check warrants a direct update or acknowledgement; asking for more info is unnecessary unless you truly lack any project context.
ep-00000-m-0107,P1,good,REQUEST_INFO,good,0,They reference a prior action but don’t specify what/where. Clarification needed; P1 fits ‘this week’ request.
ep-00000-m-0108,P1,good,REQUEST_INFO,good,0,Same as earlier: needs specific numbers/timeframe/source and delivery location. Requesting details is appropriate.
ep-00000-m-0109,P2,good,NONE,good,1,Explicit FYI with no action needed; no reply required and non-urgent.
ep-00000-m-0110,P1,good,REQUEST_INFO,good,0,Asks to take unspecified prior action “this week”; needs details/link and deadline to proceed. P1 fits non-emergency but actionable.
ep-00000-m-0111,P1,good,REQUEST_INFO,borderline,0,"Status/next step request is actionable; if you have access you could answer. Without context/link, requesting info is reasonable."
ep-00000-m-0112,P2,borderline,NONE,borderline,1,"Message reads more FYI (“sharing in case useful”) than a direct ask; could be no reply. If they still want status, P1/answer."
ep-00000-m-0113,P1,good,REQUEST_INFO,good,0,Needs the draft/link to review; asking for deadline/approval mechanism is appropriate. Action requested this week makes it P1.
ep-00000-m-0114,P2,good,NONE,good,1,Explicit FYI with no action needed; no reply required and non-urgent.
ep-00000-m-0115,P2,good,NONE,good,1,Pure FYI with explicit “no action needed”; routine visibility update.
ep-00000-m-0116,P1,good,REQUEST_INFO,borderline,0,"Status request is actionable; could answer if you have internal status, but requesting context is reasonable if you truly lack it."
ep-00000-m-0117,P1,good,REQUEST_INFO,borderline,0,"Same as prior: status request; asking for tracker/details is OK if you don’t have access, otherwise should answer directly."
ep-00000-m-0118,P2,good,NONE,good,1,FYI-only note with no action requested; no reply required.
ep-00000-m-0119,P2,good,NONE,good,1,FYI update explicitly says no action needed; can be archived without response.
ep-00000-m-0120,P2,good,NONE,good,1,Pure FYI progress note with no request; reasonable to file/track without replying.
ep-00000-m-0121,P2,good,NONE,good,1,"Explicitly says no action needed; routine visibility update, no reply required."
ep-00000-m-0122,P2,good,NONE,good,1,Duplicate FYI/no-action message; P2 and no reply are appropriate.
ep-00000-m-0123,P2,good,NONE,good,1,Visibility-only FYI with no action requested; can be left without response.
ep-00000-m-0124,P1,good,REQUEST_INFO,good,0,Action requested but unspecified; needs clarification to proceed. Time-bounded to this week makes it important but not urgent.
ep-00000-m-0125,P1,good,REQUEST_INFO,good,0,Action is time-bounded to this week but unspecified; asking for original request/details is necessary to proceed.
ep-00000-m-0126,P1,good,REQUEST_INFO,good,0,Still unclear what “requested action” refers to; needs specifics to act and confirm. P1 fits weekly timeframe.
ep-00000-m-0127,P0,good,REQUEST_INFO,good,0,Explicitly urgent/today deadline. Need contract and approval/signature details to execute; requesting info is appropriate.
ep-00000-m-0128,P1,good,REQUEST_INFO,good,0,Asks for recommendation this week but provides no options/context; must request details before answering.
ep-00000-m-0129,P0,good,REQUEST_INFO,good,0,Blocking incident with today urgency. Go/no-go can’t be made without fallback details; request minimum info promptly.
ep-00000-m-0130,P2,good,NONE,good,1,Pure FYI progress update with no ask; non-urgent and no reply required.
ep-00000-m-0131,P1,good,ANSWER,borderline,0,"They asked who owns next action and timeline; you can propose an owner or ask clarifying questions, but REQUEST_INFO is reasonable."
ep-00000-m-0132,P1,good,REQUEST_INFO,good,0,Needs options/criteria to recommend; timeframe is this week so important but not emergency.
ep-00000-m-0133,P2,good,NONE,good,1,Another FYI-only progress note; no action or response needed.
ep-00000-m-0134,P1,good,REQUEST_INFO,good,0,Risk assessment requires scope/commitment details and deadline; this-week request makes it important but not urgent.
ep-00000-m-0135,P1,good,REQUEST_INFO,good,0,"Actionable request due this week; needs scope/docs to assess risks properly, so clarifying questions are appropriate."
ep-00000-m-0136,P0,good,REQUEST_INFO,good,0,Blocking incident with request to handle today is urgent; need key details to make go/no-go decision.
ep-00000-m-0137,P2,good,NONE,good,1,Pure FYI progress update with no ask; no reply required.
ep-00000-m-0138,P2,good,NONE,good,1,FYI-only status note; no action or response requested.
ep-00000-m-0139,P2,good,NONE,good,1,"Duplicate FYI update; no reply needed, just file/monitor for follow-up."
ep-00000-m-0140,P2,good,NONE,good,1,Pure FYI progress update with no ask; non-urgent and no reply required.
ep-00000-m-0141,P2,good,NONE,good,1,"FYI-only status note; no action requested, so P2 and no response is reasonable."
ep-00000-m-0142,P1,good,REQUEST_INFO,good,0,Action requested this week but draft/link missing; need materials and deadline details to proceed.
ep-00000-m-0143,P1,good,REQUEST_INFO,good,0,Needs review this week but no draft or exact deadline provided; requesting info is appropriate.
ep-00000-m-0144,P1,good,REQUEST_INFO,good,0,Repeated request to review without providing the draft; must ask for link/attachment and timing.
ep-00000-m-0145,P1,good,REQUEST_INFO,good,0,Action requested this week but metrics unspecified; needs clarification. P1 fits non-emergency but timely request.
ep-00000-m-0146,P1,good,REQUEST_INFO,good,0,Same as prior: needs specifics to act; not urgent today. P1 and REQUEST_INFO are appropriate.
ep-00000-m-0147,P2,good,NONE,good,1,Explicit FYI and no action needed; no reply required. P2 appropriate.
ep-00000-m-0148,P0,good,REQUEST_INFO,borderline,0,Same-day urgent confirmation warrants P0. But should also start confirming with available context; not only ask questions.
ep-00000-m-0149,P2,good,NONE,good,1,"FYI-only, no action needed; P2 and no reply appropriate."
ep-00000-m-0150,P2,good,NONE,good,1,Message is explicitly FYI with no action needed; routine update can wait and doesn’t require a response.
ep-00000-m-0151,P1,good,REQUEST_INFO,good,0,Asks for status/next step but provides no project context; needs clarification to answer accurately. Important but not emergency.
ep-00000-m-0152,P0,good,REQUEST_INFO,good,0,"Blocking incident with request to handle today; urgent. Go/no-go decision needs key details (ticket, fallback, impact) first."
ep-00000-m-0153,P0,good,REQUEST_INFO,good,0,Same urgent blocking incident; still requires missing specifics to make/record a go/no-go decision today.
ep-00000-m-0154,P0,good,REQUEST_INFO,good,0,Urgent request to decide today; without concrete incident/fallback details you must request info before providing a decision.
ep-00000-m-0155,P0,good,REQUEST_INFO,good,0,"Blocking incident with same-day go/no-go decision is urgent. Need key details to decide, so requesting info is appropriate."
ep-00000-m-0156,P1,good,REQUEST_INFO,borderline,0,"Reply needed this week; P1 fits. Could give a tentative cut-order now, but requesting context is still reasonable."
ep-00000-m-0157,P1,good,REQUEST_INFO,good,0,Same as prior: needs an MVP cut recommendation but lacks scope/goals. Requesting details is appropriate; not urgent enough for P0.
ep-00000-m-0158,P1,good,REQUEST_INFO,good,0,"Actionable this week; P1 fits. Without scope/goals/deadline specifics, requesting info is the right next step."
ep-00000-m-0159,P1,good,REQUEST_INFO,good,0,"Risk assessment requested this week; P1 appropriate. Need scope, decision, timeline, and stakeholders to assess risks effectively."
ep-00000-m-0160,P1,good,ANSWER,bad,1,They’re asking what’s blocked and what you need; you can answer status/needs without more info. P1 fits.
ep-00000-m-0161,P1,good,REQUEST_INFO,good,0,Action is unspecified; need details/links to proceed. This week makes it important but not urgent.
ep-00000-m-0162,P1,good,REQUEST_INFO,good,0,“Requested numbers” lacks metric/timeframe/source; clarification needed before sending data. P1 reasonable.
ep-00000-m-0163,P1,good,REQUEST_INFO,good,0,Risk assessment needs scope/decision context; asking for details is appropriate. P1 matches ‘this week’ request.
ep-00000-m-0164,P1,good,REQUEST_INFO,good,0,Same as prior: insufficient context to assess risks; clarification needed. P1 appropriate.
ep-00000-m-0165,P1,good,REQUEST_INFO,good,0,Actionable this week; needs project scope/goals to recommend cuts. Requesting context is appropriate.
ep-00000-m-0166,P0,good,REQUEST_INFO,good,0,"Marked urgent and needs action today; missing contract and exact sign-off request, so requesting info is necessary."
ep-00000-m-0167,P2,good,NONE,good,1,Explicit FYI with no action needed; no reply required.
ep-00000-m-0168,P2,good,NONE,good,1,"FYI timeline shift without ask; can be handled later, no response needed."
ep-00000-m-0169,P2,good,NONE,good,1,"Duplicate FYI schedule change; no action requested, so no reply needed."
ep-00000-m-0170,P2,good,NONE,good,1,Pure FYI schedule shift with promised follow-up; no ask or deadline. P2 and no reply are reasonable.
ep-00000-m-0171,P2,good,NONE,good,1,FYI progress update with no action requested. P2 and no reply needed fits.
ep-00000-m-0172,P0,good,REQUEST_INFO,good,0,Urgent same-day approval request but missing plan/details and deadline specifics; requesting info is appropriate and time-sensitive (P0).
ep-00000-m-0173,P0,good,REQUEST_INFO,good,0,Same urgent approval request; cannot approve without plan and specifics. P0 and request for missing info are reasonable.
ep-00000-m-0174,P2,good,NONE,good,1,Explicitly says no action needed; minor change FYI. P2 and no reply are appropriate.
ep-00000-m-0175,P2,good,NONE,good,1,"Pure FYI with explicit no action needed; routine visibility update, no reply required."
ep-00000-m-0176,P2,good,NONE,good,1,"Minor change, explicitly no action needed; can be filed as FYI without response."
ep-00000-m-0177,P2,good,NONE,good,1,FYI only and says no action needed; P2 and no reply are appropriate.
ep-00000-m-0178,P1,good,REQUEST_INFO,good,0,Action requested this week but missing which numbers/timeframe/source; needs clarification before sending.
ep-00000-m-0179,P0,good,REQUEST_INFO,borderline,0,"Urgent same-day deck confirmation merits P0; but likely should acknowledge and start confirming while asking specifics, not only request info."
ep-00001-m-0000,P2,good,NONE,good,1,Pure FYI progress update with promise of later details; no request or decision needed.
ep-00001-m-0001,P0,good,REQUEST_INFO,good,0,Time-sensitive sign-off needed by a near deadline; requesting the final contract and approver details is necessary to act.
ep-00001-m-0002,P2,good,ACK,good,1,Non-urgent schedule-change FYI; brief acknowledgment and request for updated dates is reasonable.
ep-00001-m-0003,P2,bad,REQUEST_INFO,borderline,0,"Deadline is far out; not truly urgent. Asking for the revised plan is fine, but priority should be routine unless other urgency exists."
ep-00001-m-0004,P1,good,REQUEST_INFO,good,0,"Actionable request requiring analysis; needs project details to assess risks, so follow-up questions are appropriate."
ep-00001-m-0005,P1,good,REQUEST_INFO,good,0,They ask for a recommendation but options/criteria aren’t provided; needs clarification. Important but not urgent.
ep-00001-m-0006,P2,good,NONE,good,1,Pure FYI progress note with no ask; no response required.
ep-00001-m-0007,P2,good,NONE,good,1,"FYI-only update; no action requested, so no reply needed."
ep-00001-m-0008,P2,good,ACK,good,1,"Schedule shift FYI; acknowledging and requesting updated plan is reasonable, not urgent."
ep-00001-m-0009,P1,good,REQUEST_INFO,borderline,0,"Actionable request due this week; should respond soon. Could also send data if known, but clarification may be needed."
ep-00001-m-0010,P1,good,REQUEST_INFO,good,0,"Needs recommendation but options/context missing. Important, due soon; asking for options/criteria is appropriate."
ep-00001-m-0011,P2,good,NONE,good,1,Explicit FYI with no action needed; routine update can wait and doesn’t require reply.
ep-00001-m-0012,P1,good,REQUEST_INFO,good,0,Requests action but doesn’t specify what. Important this week; must ask what action/deliverable is required.
ep-00001-m-0013,P2,good,NONE,good,1,"Minor change, no action needed; appropriate to file as FYI without responding."
ep-00001-m-0014,P1,good,REQUEST_INFO,good,0,Needs review/approval but draft not provided. Important this week; request link/attachment and timing is reasonable.
ep-00001-m-0015,P1,good,REQUEST_INFO,good,0,"Action is unspecified; needs clarification. Not an emergency, but actionable this week, so P1 fits."
ep-00001-m-0016,P1,good,REQUEST_INFO,good,0,"They ask for “requested numbers” but don’t specify which; clarification required. Important for their update, not urgent."
ep-00001-m-0017,P0,bad,REQUEST_INFO,good,0,Marked urgent with a hard action-by date to avoid slip; should be treated as P0. Need plan link to approve.
ep-00001-m-0018,P2,good,NONE,good,1,Explicitly reference-only and says no response needed unless questions; P2 and NONE are appropriate.
ep-00001-m-0019,P1,good,ANSWER,borderline,1,They asked for a recommendation; you can provide an initial cut list without more info. Asking questions is okay but not required.
ep-00001-m-0020,P1,good,REQUEST_INFO,good,0,They want a recommendation but provided no options/criteria. Due date suggests timely handling; asking for details is necessary.
ep-00001-m-0021,P1,good,REQUEST_INFO,good,0,Request is actionable this week but unclear which numbers. Need clarification to deliver correct data; P1 fits.
ep-00001-m-0022,P1,good,REQUEST_INFO,good,0,They’re asking what’s blocked; you lack specifics. Clarifying blockers and needed actions is appropriate; not an emergency but should be soon.
ep-00001-m-0023,P2,good,NONE,good,1,Explicit FYI with no action needed. No reply required; P2 appropriate.
ep-00001-m-0024,P2,good,REQUEST_INFO,bad,0,"Email asks who owns next action/timeline, but you can’t know from provided info. Should ask for context or point to source."
ep-00001-m-0025,P1,good,REQUEST_INFO,good,0,Review requested but draft not provided; asking for link and deadline is reasonable. P1 fits “this week” request.
ep-00001-m-0026,P2,good,NONE,good,1,Explicit FYI/no action needed; no reply required. P2 appropriate.
ep-00001-m-0027,P0,good,REQUEST_INFO,good,0,Urgent same-day confirmation needed; requesting sources/deck to validate numbers is necessary. P0 appropriate.
ep-00001-m-0028,P1,borderline,ANSWER,borderline,1,"They asked what’s blocked/needed from you; you should answer your view or ask what they need, not only request details."
ep-00001-m-0029,P1,good,REQUEST_INFO,good,0,Request is vague (“requested numbers”); clarifying which metrics/date range is needed before sending. P1 fits this-week ask.
ep-00001-m-0030,P2,good,NONE,good,1,"Pure FYI about timeline shift; sender will confirm new plan. No direct ask, so no reply needed."
ep-00001-m-0031,P1,good,REQUEST_INFO,good,0,Asks to take “requested action” but action is unspecified. Needs clarification; important to handle this week.
ep-00001-m-0032,P2,good,NONE,good,1,Explicitly says minor change and no action needed. Routine FYI; no response required.
ep-00001-m-0033,P1,good,REQUEST_INFO,good,0,Request to send numbers but doesn’t specify which metrics/period. Needs details before acting; should be handled soon.
ep-00001-m-0034,P0,good,REQUEST_INFO,good,0,Blocking incident needing go/no-go decision is urgent. Must respond immediately; needs minimal facts to decide.
ep-00001-m-0035,P0,good,REQUEST_INFO,good,0,Blocking incident with same-day decision need; asking for key inputs before go/no-go is appropriate.
ep-00001-m-0036,P0,borderline,REQUEST_INFO,good,0,"Blocking incident sounds urgent, but due date is far out; still reasonable to treat as P0 given ‘blocking’ claim."
ep-00001-m-0037,P0,borderline,REQUEST_INFO,good,0,Board deck confirmation is important but not necessarily emergency; P1 likely unless distribution is imminent. Need deck/details first.
ep-00001-m-0038,P0,bad,REQUEST_INFO,good,0,Contract sign-off is time-sensitive and execution-blocking; should be handled urgently (P0) rather than P1.
ep-00001-m-0039,P1,good,REQUEST_INFO,good,0,Needs a recommendation but lacks option details/criteria; P1 and requesting info is appropriate.
ep-00001-m-0040,P1,good,REQUEST_INFO,good,0,"Actionable request due this week; unclear which numbers/definitions, so clarifying questions are appropriate."
ep-00001-m-0041,P1,good,REQUEST_INFO,bad,0,You lack status context; should request tracker/update rather than claiming to answer with a non-status.
ep-00001-m-0042,P0,good,REQUEST_INFO,good,0,Urgent same-day deadline; need deck link/metric sources to confirm numbers accurately.
