message_id,latency_sec,input_tokens,output_tokens,raw_invalid
ep-00000-m-0156,0.9432544231414794,194,63,0
ep-00000-m-0157,0.9432544231414794,194,63,0
ep-00000-m-0158,0.9432544231414794,194,63,0
ep-00000-m-0159,0.9432544231414794,194,63,0
ep-00000-m-0160,1.0683887958526612,190,59,0
ep-00000-m-0161,1.0683887958526612,190,59,0
ep-00000-m-0162,1.0683887958526612,190,59,0
ep-00000-m-0163,1.0683887958526612,190,59,0
ep-00000-m-0164,1.0683887958526612,190,59,0
ep-00000-m-0165,0.9746690273284913,189,56,0
ep-00000-m-0166,0.9746690273284913,189,56,0
ep-00000-m-0167,0.9746690273284913,189,56,0
ep-00000-m-0168,0.9746690273284913,189,56,0
ep-00000-m-0169,0.9746690273284913,189,56,0
ep-00000-m-0170,0.8512743949890137,189,59,0
ep-00000-m-0171,0.8512743949890137,189,59,0
ep-00000-m-0172,0.8512743949890137,189,59,0
ep-00000-m-0173,0.8512743949890137,189,59,0
ep-00000-m-0174,0.8512743949890137,189,59,0
ep-00000-m-0175,1.009550189971924,190,56,0
ep-00000-m-0176,1.009550189971924,190,56,0
ep-00000-m-0177,1.009550189971924,190,56,0
ep-00000-m-0178,1.009550189971924,190,56,0
ep-00000-m-0179,1.009550189971924,190,56,0
ep-00001-m-0000,0.9983247756958008,205,57,0
ep-00001-m-0001,0.9983247756958008,205,57,0
ep-00001-m-0002,0.9983247756958008,205,57,0
ep-00001-m-0003,0.9983247756958008,205,57,0
ep-00001-m-0004,0.9983247756958008,205,57,0
ep-00001-m-0005,1.0175963401794434,204,57,0
ep-00001-m-0006,1.0175963401794434,204,57,0
ep-00001-m-0007,1.0175963401794434,204,57,0
ep-00001-m-0008,1.0175963401794434,204,57,0
ep-00001-m-0009,1.0175963401794434,204,57,0
ep-00001-m-0010,0.9445224285125733,201,54,0
ep-00001-m-0011,0.9445224285125733,201,54,0
ep-00001-m-0012,0.9445224285125733,201,54,0
ep-00001-m-0013,0.9445224285125733,201,54,0
ep-00001-m-0014,0.9445224285125733,201,54,0
ep-00001-m-0015,1.0152445793151856,207,61,0
ep-00001-m-0016,1.0152445793151856,207,61,0
ep-00001-m-0017,1.0152445793151856,207,61,0
ep-00001-m-0018,1.0152445793151856,207,61,0
ep-00001-m-0019,1.0152445793151856,207,61,0
ep-00001-m-0020,1.0711746215820312,202,59,0
ep-00001-m-0021,1.0711746215820312,202,59,0
ep-00001-m-0022,1.0711746215820312,202,59,0
ep-00001-m-0023,1.0711746215820312,202,59,0
ep-00001-m-0024,1.0711746215820312,202,59,0
ep-00001-m-0025,1.128288745880127,204,57,0
ep-00001-m-0026,1.128288745880127,204,57,0
ep-00001-m-0027,1.128288745880127,204,57,0
ep-00001-m-0028,1.128288745880127,204,57,0
ep-00001-m-0029,1.128288745880127,204,57,0
ep-00001-m-0030,0.9044055938720703,203,55,0
ep-00001-m-0031,0.9044055938720703,203,55,0
ep-00001-m-0032,0.9044055938720703,203,55,0
ep-00001-m-0033,0.9044055938720703,203,55,0
ep-00001-m-0034,0.9044055938720703,203,55,0
ep-00001-m-0035,1.1427587509155273,214,63,0
ep-00001-m-0036,1.1427587509155273,214,63,0
ep-00001-m-0037,1.1427587509155273,214,63,0
ep-00001-m-0038,1.1427587509155273,214,63,0
ep-00001-m-0039,1.1427587509155273,214,63,0
ep-00001-m-0040,1.1948795795440674,205,62,0
ep-00001-m-0041,1.1948795795440674,205,62,0
ep-00001-m-0042,1.1948795795440674,205,62,0
ep-00001-m-0043,1.1948795795440674,205,62,0
ep-00001-m-0044,1.1948795795440674,205,62,0
ep-00001-m-0045,0.8781586647033691,198,50,0
ep-00001-m-0046,0.8781586647033691,198,50,0
ep-00001-m-0047,0.8781586647033691,198,50,0
ep-00001-m-0048,0.8781586647033691,198,50,0
ep-00001-m-0049,0.8781586647033691,198,50,0
ep-00001-m-0050,1.1707968235015869,203,55,0
ep-00001-m-0051,1.1707968235015869,203,55,0
ep-00001-m-0052,1.1707968235015869,203,55,0
ep-00001-m-0053,1.1707968235015869,203,55,0
ep-00001-m-0054,1.1707968235015869,203,55,0
ep-00001-m-0055,1.0916190147399902,201,59,0
ep-00001-m-0056,1.0916190147399902,201,59,0
ep-00001-m-0057,1.0916190147399902,201,59,0
ep-00001-m-0058,1.0916190147399902,201,59,0
ep-00001-m-0059,1.0916190147399902,201,59,0
ep-00001-m-0060,1.0710936069488526,206,58,0
ep-00001-m-0061,1.0710936069488526,206,58,0
ep-00001-m-0062,1.0710936069488526,206,58,0
ep-00001-m-0063,1.0710936069488526,206,58,0
ep-00001-m-0064,1.0710936069488526,206,58,0
ep-00001-m-0065,1.1474777698516845,208,60,0
ep-00001-m-0066,1.1474777698516845,208,60,0
ep-00001-m-0067,1.1474777698516845,208,60,0
ep-00001-m-0068,1.1474777698516845,208,60,0
ep-00001-m-0069,1.1474777698516845,208,60,0
ep-00001-m-0070,1.2422430038452148,205,61,0
ep-00001-m-0071,1.2422430038452148,205,61,0
ep-00001-m-0072,1.2422430038452148,205,61,0
ep-00001-m-0073,1.2422430038452148,205,61,0
ep-00001-m-0074,1.2422430038452148,205,61,0
ep-00001-m-0075,1.0532281875610352,210,56,0
ep-00001-m-0076,1.0532281875610352,210,56,0
ep-00001-m-0077,1.0532281875610352,210,56,0
ep-00001-m-0078,1.0532281875610352,210,56,0
ep-00001-m-0079,1.0532281875610352,210,56,0
ep-00001-m-0080,1.3054681777954102,206,62,0
ep-00001-m-0081,1.3054681777954102,206,62,0
ep-00001-m-0082,1.3054681777954102,206,62,0
ep-00001-m-0083,1.3054681777954102,206,62,0
ep-00001-m-0084,1.3054681777954102,206,62,0
ep-00001-m-0085,1.0995301723480224,201,61,0
ep-00001-m-0086,1.0995301723480224,201,61,0
ep-00001-m-0087,1.0995301723480224,201,61,0
ep-00001-m-0088,1.0995301723480224,201,61,0
ep-00001-m-0089,1.0995301723480224,201,61,0
ep-00001-m-0090,0.9922517776489258,204,57,0
ep-00001-m-0091,0.9922517776489258,204,57,0
ep-00001-m-0092,0.9922517776489258,204,57,0
ep-00001-m-0093,0.9922517776489258,204,57,0
ep-00001-m-0094,0.9922517776489258,204,57,0
ep-00001-m-0095,0.9343892097473144,198,56,0
ep-00001-m-0096,0.9343892097473144,198,56,0
ep-00001-m-0097,0.9343892097473144,198,56,0
ep-00001-m-0098,0.9343892097473144,198,56,0
ep-00001-m-0099,0.9343892097473144,198,56,0
ep-00001-m-0100,1.1140704154968262,206,56,0
ep-00001-m-0101,1.1140704154968262,206,56,0
ep-00001-m-0102,1.1140704154968262,206,56,0
ep-00001-m-0103,1.1140704154968262,206,56,0
ep-00001-m-0104,1.1140704154968262,206,56,0
ep-00001-m-0105,1.0001029968261719,181,58,0
ep-00001-m-0106,1.0001029968261719,181,58,0
ep-00001-m-0107,1.0001029968261719,181,58,0
ep-00001-m-0108,1.0001029968261719,181,58,0
ep-00001-m-0109,1.0001029968261719,181,58,0
ep-00001-m-0110,1.1763196468353272,184,57,0
ep-00001-m-0111,1.1763196468353272,184,57,0
ep-00001-m-0112,1.1763196468353272,184,57,0
ep-00001-m-0113,1.1763196468353272,184,57,0
ep-00001-m-0114,1.1763196468353272,184,57,0
ep-00001-m-0115,0.9079083919525146,186,53,0
ep-00001-m-0116,0.9079083919525146,186,53,0
ep-00001-m-0117,0.9079083919525146,186,53,0
ep-00001-m-0118,0.9079083919525146,186,53,0
ep-00001-m-0119,0.9079083919525146,186,53,0
ep-00001-m-0120,0.9082735538482666,194,61,0
ep-00001-m-0121,0.9082735538482666,194,61,0
ep-00001-m-0122,0.9082735538482666,194,61,0
ep-00001-m-0123,0.9082735538482666,194,61,0
ep-00001-m-0124,0.9082735538482666,194,61,0
ep-00001-m-0125,1.056185817718506,197,63,0
ep-00001-m-0126,1.056185817718506,197,63,0
ep-00001-m-0127,1.056185817718506,197,63,0
ep-00001-m-0128,1.056185817718506,197,63,0
ep-00001-m-0129,1.056185817718506,197,63,0
ep-00001-m-0130,0.9501827716827392,186,59,0
ep-00001-m-0131,0.9501827716827392,186,59,0
ep-00001-m-0132,0.9501827716827392,186,59,0
ep-00001-m-0133,0.9501827716827392,186,59,0
ep-00001-m-0134,0.9501827716827392,186,59,0
ep-00001-m-0135,0.9745200157165528,196,59,0
ep-00001-m-0136,0.9745200157165528,196,59,0
ep-00001-m-0137,0.9745200157165528,196,59,0
ep-00001-m-0138,0.9745200157165528,196,59,0
ep-00001-m-0139,0.9745200157165528,196,59,0
ep-00001-m-0140,1.0081443786621094,194,60,0
ep-00001-m-0141,1.0081443786621094,194,60,0
ep-00001-m-0142,1.0081443786621094,194,60,0
ep-00001-m-0143,1.0081443786621094,194,60,0
ep-00001-m-0144,1.0081443786621094,194,60,0
ep-00001-m-0145,0.8250157833099365,194,54,0
ep-00001-m-0146,0.8250157833099365,194,54,0
ep-00001-m-0147,0.8250157833099365,194,54,0
ep-00001-m-0148,0.8250157833099365,194,54,0
ep-00001-m-0149,0.8250157833099365,194,54,0
ep-00001-m-0150,0.9896445751190186,198,60,0
ep-00001-m-0151,0.9896445751190186,198,60,0
ep-00001-m-0152,0.9896445751190186,198,60,0
ep-00001-m-0153,0.9896445751190186,198,60,0
ep-00001-m-0154,0.9896445751190186,198,60,0
ep-00001-m-0155,1.0157878398895264,193,58,0
ep-00001-m-0156,1.0157878398895264,193,58,0
ep-00001-m-0157,1.0157878398895264,193,58,0
ep-00001-m-0158,1.0157878398895264,193,58,0
ep-00001-m-0159,1.0157878398895264,193,58,0
ep-00001-m-0160,0.8642035961151123,192,57,0
ep-00001-m-0161,0.8642035961151123,192,57,0
ep-00001-m-0162,0.8642035961151123,192,57,0
ep-00001-m-0163,0.8642035961151123,192,57,0
ep-00001-m-0164,0.8642035961151123,192,57,0
ep-00001-m-0165,1.848984384536743,182,58,0
ep-00001-m-0166,1.848984384536743,182,58,0
ep-00001-m-0167,1.848984384536743,182,58,0
ep-00001-m-0168,1.848984384536743,182,58,0
ep-00001-m-0169,1.848984384536743,182,58,0
ep-00001-m-0170,0.9435433864593505,179,54,0
ep-00001-m-0171,0.9435433864593505,179,54,0
ep-00001-m-0172,0.9435433864593505,179,54,0
ep-00001-m-0173,0.9435433864593505,179,54,0
ep-00001-m-0174,0.9435433864593505,179,54,0
ep-00001-m-0175,0.9436522006988526,185,51,0
ep-00001-m-0176,0.9436522006988526,185,51,0
ep-00001-m-0177,0.9436522006988526,185,51,0
ep-00001-m-0178,0.9436522006988526,185,51,0
ep-00001-m-0179,0.9436522006988526,185,51,0
