message_id,recommended_priority,priority_grade,recommended_reply_type,reply_grade,info_sufficient,rationale
ep-00000-m-0079,P1,good,REQUEST_INFO,borderline,0,"Risk assessment needs context (scope, timeline) so REQUEST_INFO is reasonable, but you could also provide a preliminary risk list."
ep-00000-m-0080,P1,good,REQUEST_INFO,good,0,Asks for current status/next step; without project context you must ask or look up details before answering.
ep-00000-m-0081,P2,bad,REQUEST_INFO,good,0,"No project identifier/actionable context; seems generic FYI. Needs clarification, but urgency doesn’t justify P1."
ep-00000-m-0082,P1,good,ANSWER,borderline,0,"Request is actionable this week, but you likely need the actual numbers/location; may require clarification or lookup before answering."
ep-00000-m-0083,P1,good,ANSWER,bad,1,They’re asking for a recommendation; you can propose an MVP scope cut without needing more info immediately.
ep-00000-m-0084,P1,good,REQUEST_INFO,borderline,0,They request action/confirmation but don’t specify what action; should ask what’s needed or what’s blocked.
ep-00000-m-0085,P1,good,ANSWER,bad,1,Sender asks who owns next action and timeline; you can answer/assign. REQUEST_INFO unnecessary; draft doesn’t address question.
ep-00000-m-0086,P1,good,ANSWER,bad,1,They’re asking for owner and timeline; should answer/clarify directly. REQUEST_INFO and draft reply don’t resolve the question.
ep-00000-m-0087,P1,good,ANSWER,bad,1,"Same as prior: question expects an answer on ownership/timeline, not a request for more info."
ep-00000-m-0088,P2,bad,ACK,bad,1,"This is FYI progress update; routine. No action requested, so ACK (or NONE) fits better than ANSWER; P1 too high."
ep-00000-m-0089,P2,bad,ACK,bad,1,"FYI/visibility only; not urgent. Should be P2 and likely ACK/NONE, not ANSWER with action-taking language."
ep-00000-m-0090,P1,good,REQUEST_INFO,good,0,"Asks to choose an option but options/context missing. Important this week, not emergency."
ep-00000-m-0091,P1,good,REQUEST_INFO,good,0,Needs recommendation but no options provided. P1 fits a this-week request.
ep-00000-m-0092,P2,bad,NONE,bad,1,Pure FYI progress update; no action requested. Can wait and may not need reply.
ep-00000-m-0093,P2,bad,NONE,bad,1,FYI/noted for reference implies no response needed; P1/ANSWER is unnecessary.
ep-00000-m-0094,P0,good,REQUEST_INFO,borderline,0,Time-sensitive approval today is P0. But cannot approve without seeing revised plan/details.
ep-00000-m-0095,P1,good,ANSWER,bad,0,Status/next steps request needs an actual update; asking for info isn’t appropriate without a specific missing detail.
ep-00000-m-0096,P1,good,ANSWER,bad,0,"They asked for current status/next step; best response is a status update, not a request for more info."
ep-00000-m-0097,P1,good,ANSWER,bad,0,Same: provide status and next step. REQUEST_INFO doesn’t fit unless you lack project context and ask targeted questions.
ep-00000-m-0098,P1,good,REQUEST_INFO,borderline,0,"Scope-cut recommendation needs context (goals, constraints). REQUEST_INFO is reasonable, but could also propose a draft plan with assumptions."
ep-00000-m-0099,P1,good,ANSWER,bad,0,Blocking/unblock request calls for listing blockers and needed inputs; REQUEST_INFO isn’t appropriate without specifying what’s missing.
ep-00000-m-0100,P1,good,REQUEST_INFO,borderline,0,Status/next step request is actionable. But you should answer if you know; otherwise request info is fine.
ep-00000-m-0101,P2,borderline,NONE,bad,1,They’re looping you in for visibility; no direct question/action. No reply needed unless you have an update.
ep-00000-m-0102,P2,bad,NONE,bad,1,Explicit FYI/no action needed. P1 and ANSWER are unnecessary; no reply required.
ep-00000-m-0103,P2,bad,NONE,bad,1,Routine FYI/reference only. Should be low priority and no response needed.
ep-00000-m-0104,P2,bad,ACK,borderline,1,FYI/no action needed. At most a brief acknowledgment; not an ANSWER and not P1.
ep-00000-m-0105,P1,good,REQUEST_INFO,borderline,0,"Actionable request for numbers; without the data/location, you can’t directly answer—need clarification or provide data."
ep-00000-m-0106,P1,good,ANSWER,bad,1,They asked for status/next step; you should answer with current status rather than request info.
ep-00000-m-0107,P1,good,ANSWER,good,0,Action requested with confirmation needed; replying to confirm/flag blockers is appropriate.
ep-00000-m-0108,P1,good,REQUEST_INFO,borderline,0,"They need specific numbers/location; unless you have them, you must ask where/which dataset or provide link."
ep-00000-m-0109,P2,bad,NONE,bad,1,Explicit FYI/no action needed; routine update can wait and doesn’t require a reply.
ep-00000-m-0110,P1,good,ACK,borderline,1,Action requested this week; P1 fits. Reply should acknowledge and confirm plan; “ANSWER” ok but draft lacks confirmation details.
ep-00000-m-0111,P1,good,ANSWER,bad,0,"They asked for current status/next step; you should answer with status, not request info. Draft doesn’t address question."
ep-00000-m-0112,P1,good,ANSWER,bad,0,Same as prior: request is for status/next step. REQUEST_INFO unnecessary; should provide update or commit to get it.
ep-00000-m-0113,P1,good,ACK,borderline,0,Review/approve requires actually reviewing; without draft you can only acknowledge and request link. ANSWER overstates ability.
ep-00000-m-0114,P2,bad,NONE,bad,1,Explicit FYI/no action needed. Should be P2 and likely no reply (or brief ACK). ANSWER unnecessary.
ep-00000-m-0115,P2,bad,NONE,bad,1,Pure FYI with no action needed; not important/urgent. No reply required unless you want to acknowledge.
ep-00000-m-0116,P1,good,ANSWER,bad,0,"They asked for status/next step; you should answer if you know. If you don’t, request info, but draft doesn’t."
ep-00000-m-0117,P1,good,ANSWER,bad,0,Same as prior: status/next step request merits an answer; REQUEST_INFO only if you truly lack details.
ep-00000-m-0118,P2,bad,NONE,bad,1,"FYI minor change, explicitly no action needed; routine visibility update. Reply not necessary."
ep-00000-m-0119,P2,bad,NONE,bad,1,FYI/reference only; no action requested. Should be low priority and typically no response.
ep-00000-m-0120,P2,bad,NONE,bad,1,Pure FYI status update with no request; not time-sensitive and doesn’t require a response.
ep-00000-m-0121,P2,bad,NONE,bad,1,"Explicitly says no action needed; routine visibility update, so P1/ANSWER is unnecessary."
ep-00000-m-0122,P2,bad,NONE,bad,1,Duplicate FYI/no-action message; no reply needed and not important/urgent.
ep-00000-m-0123,P2,bad,NONE,bad,1,"Looped in for visibility; no action requested, so P1 and ANSWER are not warranted."
ep-00000-m-0124,P1,good,ANSWER,borderline,0,"Action requested ‘this week’; P1 fits. But reply should ask what action specifically, or confirm plan if already known."
ep-00000-m-0125,P1,good,REQUEST_INFO,borderline,0,Action requested is unspecified; need details on what to do. P1 fits “this week” follow-up.
ep-00000-m-0126,P2,bad,NONE,bad,0,"Ends with “Noted for reference” and no clear ask; likely FYI, no reply needed."
ep-00000-m-0127,P0,good,REQUEST_INFO,borderline,0,"Urgent today deadline fits P0, but cannot sign/approve without contract details or authority context."
ep-00000-m-0128,P1,good,ANSWER,bad,0,They asked for a recommendation; you can respond with a path/tradeoffs. Requesting info may be unnecessary without context.
ep-00000-m-0129,P0,good,REQUEST_INFO,borderline,0,"Blocking incident with today deadline is P0, but go/no-go needs fallback details and decision criteria."
ep-00000-m-0130,P2,bad,NONE,bad,1,Pure FYI progress note; no action requested. P1/ANSWER unnecessary.
ep-00000-m-0131,P1,good,ANSWER,borderline,0,"They asked who owns next action and timeline; you should answer/assign if you can, otherwise request specifics."
ep-00000-m-0132,P1,good,REQUEST_INFO,good,0,"Need option details/context to recommend; requesting info is appropriate. Timeline is this week, not urgent."
ep-00000-m-0133,P2,bad,NONE,bad,1,Another FYI-only update; no response required and not important/urgent.
ep-00000-m-0134,P1,good,REQUEST_INFO,good,0,Risk assessment needs project scope/commit decision details; requesting clarifying info is reasonable. Due this week.
ep-00000-m-0135,P1,good,ANSWER,borderline,1,"Risk assessment requested this week; actionable. You can start with known risks/mitigations; clarifications optional, not required."
ep-00000-m-0136,P0,good,REQUEST_INFO,bad,0,"Urgent go/no-go decision needs specifics on fallback, impact, and options; cannot directly answer without context."
ep-00000-m-0137,P2,bad,NONE,bad,1,Pure FYI progress update; no action requested. Should be low priority and typically needs no reply.
ep-00000-m-0138,P2,bad,NONE,bad,1,Duplicate FYI update; no response needed and not urgent.
ep-00000-m-0139,P2,bad,NONE,bad,1,Same FYI message again; should be routine/no-reply.
ep-00000-m-0140,P2,bad,NONE,bad,1,Pure FYI progress note with no ask; not urgent and likely needs no reply.
ep-00000-m-0141,P2,bad,NONE,bad,1,FYI-only update; no action requested. P1/ANSWER overreacts.
ep-00000-m-0142,P1,good,REQUEST_INFO,borderline,0,"Action requested this week, so P1 fits. But no draft attached; need link/document to review before answering."
ep-00000-m-0143,P1,good,REQUEST_INFO,borderline,0,Review/approve request is actionable soon. Need the latest draft or location to proceed.
ep-00000-m-0144,P1,good,REQUEST_INFO,borderline,0,Time-bounded review request merits P1. Must request the draft/link before confirming edits/approval.
ep-00000-m-0145,P1,good,REQUEST_INFO,borderline,0,"Action needed this week, so P1 fits. But you can’t send numbers without knowing which ones or where they are."
ep-00000-m-0146,P1,good,ACK,borderline,0,"P1 is fine. Since you’re looped in for visibility, an ACK is enough unless you own the data; otherwise need clarification."
ep-00000-m-0147,P2,bad,NONE,bad,1,Explicit FYI/no action needed. Should be P2 and likely no reply required; ANSWER/P1 is unnecessary.
ep-00000-m-0148,P0,good,REQUEST_INFO,borderline,0,"Urgent today, so P0 fits. But ‘confirm final numbers’ requires the actual numbers/context; need details or attachment/link."
ep-00000-m-0149,P2,bad,NONE,bad,1,Again FYI/no action needed. P1/ANSWER over-triages; P2 with no reply is more appropriate.
ep-00000-m-0150,P2,bad,NONE,bad,1,Message is FYI/no action needed; P1 and ANSWER unnecessary. No reply required unless you want to acknowledge.
ep-00000-m-0151,P1,good,ANSWER,bad,1,They asked for current status/next step; you should answer with status. REQUEST_INFO is unnecessary unless you truly lack context.
ep-00000-m-0152,P0,good,REQUEST_INFO,borderline,0,"Urgent go/no-go decision needed today; unless you can decide immediately, you must ask for details/owners rather than generic ANSWER."
ep-00000-m-0153,P0,good,REQUEST_INFO,borderline,0,Same urgent decision request; need specifics to make go/no-go. Generic ANSWER without decision is insufficient.
ep-00000-m-0154,P0,good,REQUEST_INFO,borderline,0,"Urgent go/no-go needed today; if you can’t decide from message alone, request key info/constraints instead of vague ANSWER."
ep-00000-m-0155,P0,good,ANSWER,borderline,0,Urgent same-day go/no-go decision is P0. But cannot answer without context; should request specifics or confirm decision authority.
ep-00000-m-0156,P1,good,ANSWER,borderline,0,Reply needed this week; P1 fits. But asking for recommendation; REQUEST_INFO only if missing scope/options—otherwise should propose cuts.
ep-00000-m-0157,P1,good,ANSWER,borderline,0,"Same as prior: actionable recommendation requested. REQUEST_INFO may be needed, but default should be to answer with a proposed MVP plan."
ep-00000-m-0158,P1,good,ANSWER,borderline,0,P1 appropriate for this-week recommendation. REQUEST_INFO only if lacking project details; otherwise should provide suggested scope cuts.
ep-00000-m-0159,P1,good,ANSWER,borderline,0,"Risk assessment with this-week deadline is P1. REQUEST_INFO may be needed, but should at least provide initial risks/mitigations or targeted questions."
ep-00000-m-0160,P1,good,ANSWER,borderline,1,They’re asking what’s blocked and what you need; you can answer status/asks without requesting more info.
ep-00000-m-0161,P1,good,ANSWER,good,0,Action requested; replying to confirm you’ll do it (or report blockers) is appropriate even if details of action aren’t provided.
ep-00000-m-0162,P1,good,REQUEST_INFO,good,0,They want specific numbers but none are specified; need clarification on which metrics/timeframe or where to pull from.
ep-00000-m-0163,P1,good,ANSWER,borderline,1,You can provide a risk/mitigation assessment directly; no clarification required from sender to start responding.
ep-00000-m-0164,P1,good,ANSWER,borderline,1,Same as prior: can respond with risks/mitigations; requesting info isn’t necessary to provide an initial assessment.
ep-00000-m-0165,P1,good,ANSWER,borderline,1,They asked for recommendations; you can propose an MVP without more info. REQUEST_INFO acceptable but slower.
ep-00000-m-0166,P0,good,REDIRECT,bad,0,Contract sign-off requires authorized approver/legal; cannot ANSWER without authority. Should route to signer and acknowledge urgency.
ep-00000-m-0167,P2,bad,NONE,bad,1,Pure FYI/no action needed; P1 and ANSWER unnecessary. No reply required unless you want to acknowledge.
ep-00000-m-0168,P2,good,ACK,good,1,FYI schedule change; non-urgent. ACK is appropriate if you choose to respond.
ep-00000-m-0169,P2,good,ACK,good,1,"Same as prior: FYI update, no action. P2 with ACK is reasonable."
ep-00000-m-0170,P2,good,NONE,borderline,1,Pure FYI schedule shift; no action requested. A reply is optional; ACK is acceptable but not necessary.
ep-00000-m-0171,P2,bad,NONE,bad,1,Message is FYI progress update with no ask. P1/ANSWER overstates urgency and implies action not requested.
ep-00000-m-0172,P0,good,REQUEST_INFO,borderline,0,"Urgent approval needed today, but cannot approve without seeing revised plan/details. Should request the plan or confirm approval criteria."
ep-00000-m-0173,P0,good,REQUEST_INFO,borderline,0,Same urgent approval request; needs revised plan content to approve. Reply should ask for details or link to document.
ep-00000-m-0174,P2,bad,NONE,bad,1,Explicitly says no action needed. P1/ANSWER unnecessary; no reply required unless you want to acknowledge.
ep-00000-m-0175,P2,bad,NONE,bad,1,Pure FYI with explicit no action needed; not important/urgent. Reply unnecessary unless you want to acknowledge.
ep-00000-m-0176,P2,bad,NONE,bad,1,"Minor change, no action needed; should be routine. No reply required."
ep-00000-m-0177,P2,bad,NONE,bad,1,Visibility-only FYI; not actionable. Can wait and doesn’t require a response.
ep-00000-m-0178,P1,good,REQUEST_INFO,bad,0,"Actionable request, but you need the specific ‘requested numbers’ context/location to comply; ask what numbers/where."
ep-00000-m-0179,P0,good,REQUEST_INFO,borderline,0,"Urgent same-day confirmation, but you need the actual final numbers/metrics to confirm; request details or link."
ep-00001-m-0000,P2,bad,ACK,bad,1,"Pure FYI visibility update; not actionable. If replying, simple acknowledgment fits, not an ANSWER."
ep-00001-m-0001,P0,good,REQUEST_INFO,borderline,0,"Urgent sign-off needed, but you can’t approve without contract/terms. Should request the document or specific items to approve."
ep-00001-m-0002,P2,good,ACK,good,1,Non-urgent schedule FYI; acknowledgment is appropriate.
ep-00001-m-0003,P2,bad,REQUEST_INFO,borderline,0,"Due date is far out; not P0. Also need the revised plan/details to approve, so request info first."
ep-00001-m-0004,P1,good,ANSWER,bad,0,They asked for risk assessment; you should provide recommendation (ANSWER). But you likely need context; current draft doesn’t request it.
ep-00001-m-0005,P1,good,ANSWER,bad,0,They asked for a recommendation; you should answer with a choice. Requesting info is unnecessary unless options/context missing.
ep-00001-m-0006,P2,bad,ACK,bad,1,This is an FYI progress update; not urgent. No substantive answer needed beyond optional acknowledgment.
ep-00001-m-0007,P2,bad,ACK,bad,1,Pure FYI update; P1 and ANSWER are excessive. An ACK (or none) is appropriate.
ep-00001-m-0008,P2,good,ACK,good,1,Schedule change shared for visibility; acknowledging is fine and non-urgent unless it blocks something.
ep-00001-m-0009,P1,good,REQUEST_INFO,bad,0,They need specific numbers; you can’t answer without the data/location. Ask where the numbers are or what exactly is needed.
ep-00001-m-0010,P1,good,REQUEST_INFO,good,0,Needs recommendation but options/context missing; P1 reasonable given due date and decision request.
ep-00001-m-0011,P2,bad,NONE,bad,1,Pure FYI with no action needed; should be low priority and no reply required.
ep-00001-m-0012,P1,good,REQUEST_INFO,borderline,0,Action requested but unspecified; should ask what exact task is needed before confirming completion.
ep-00001-m-0013,P2,bad,NONE,bad,1,"FYI only; no action needed, so P2 and no response is appropriate."
ep-00001-m-0014,P1,good,REQUEST_INFO,borderline,0,Needs review/edits but draft not provided; should request the latest draft or link before responding substantively.
ep-00001-m-0015,P2,borderline,REQUEST_INFO,borderline,0,"Asks to take unspecified action; needs clarification. Not time-critical beyond “this week,” so P2/P1 borderline."
ep-00001-m-0016,P1,good,REQUEST_INFO,bad,0,They need specific numbers; you can’t answer without data/location. Should ask what dataset/metrics or where to pull from.
ep-00001-m-0017,P0,good,ANSWER,borderline,0,Urgent approval by a date; P0 fits. But you must actually approve/decline or request the plan; generic ack insufficient.
ep-00001-m-0018,P2,bad,NONE,bad,1,Explicitly says no response needed; should be routine FYI. P1/ANSWER unnecessary.
ep-00001-m-0019,P1,good,ANSWER,borderline,1,They asked for your recommendation; you can respond directly. REQUEST_INFO only if you truly lack context; draft doesn’t ask questions.
ep-00001-m-0020,P1,good,REQUEST_INFO,bad,0,"They asked for a recommendation; you can answer with a provisional choice and tradeoffs, not ask for info by default."
ep-00001-m-0021,P1,good,REQUEST_INFO,bad,0,You can’t send numbers without knowing which data; should ask what numbers/where expected instead of claiming ANSWER.
ep-00001-m-0022,P1,good,ANSWER,bad,0,"They’re asking what’s blocked and what you need; you should answer directly with blockers/asks, not request info."
ep-00001-m-0023,P2,bad,NONE,bad,1,"FYI/no action needed; routine update. No reply required (or simple ACK), and not P1."
ep-00001-m-0024,P1,bad,ANSWER,bad,0,"They asked who owns next action and timeline; you should answer/clarify ownership, not request info. Also more than routine."
ep-00001-m-0025,P1,good,ANSWER,borderline,0,"Needs review/approval; you can reply, but draft is non-committal and doesn’t provide edits/approval."
ep-00001-m-0026,P2,bad,NONE,bad,1,Explicit FYI/no action needed; replying and marking P1 is unnecessary.
ep-00001-m-0027,P0,good,ANSWER,borderline,0,"Urgent confirmation requested; reply needed, but draft doesn’t confirm numbers or ask for the figures to verify."
ep-00001-m-0028,P1,good,ANSWER,bad,1,"They’re asking you what’s blocked; you should answer with blockers/needs, not request info."
ep-00001-m-0029,P1,good,ANSWER,borderline,0,"Request is to send numbers/location; you can reply, but draft doesn’t provide data or ask where to find it."
ep-00001-m-0030,P2,good,ACK,good,1,FYI schedule shift with no request; routine update. Acknowledge is appropriate.
ep-00001-m-0031,P1,good,REQUEST_INFO,bad,0,Asks to take unspecified action; need clarification on what action before answering/confirming.
ep-00001-m-0032,P2,bad,NONE,bad,1,Explicitly says no action needed; should be low priority and no reply required.
ep-00001-m-0033,P1,good,REQUEST_INFO,borderline,0,Request is to send numbers but numbers/location not provided; need details or link to comply.
ep-00001-m-0034,P0,good,REQUEST_INFO,borderline,0,"Urgent go/no-go decision needed, but fallback details missing; should ask for options/impact or route to decision-maker."
ep-00001-m-0035,P0,good,REQUEST_INFO,borderline,0,Urgent blocking decision by a specific date is P0. But you can’t give go/no-go without fallback details; ask for options/risks.
ep-00001-m-0036,P2,bad,ACK,borderline,1,"Due months away; not time-sensitive now, so not P0. Acknowledge and schedule follow-up; no immediate decision needed."
ep-00001-m-0037,P2,bad,REQUEST_INFO,borderline,0,Deck numbers due far in future; not P0. Need the actual metrics/narrative to confirm; request the deck or figures.
