episode_id,employee_id,message_id,thread_id,arrival_min,subject,body,archetype,gold_priority,gold_reply_type,gold_project_code,gold_required_key,gold_required_value,needs_memory,is_anchor_message,n_threads
ep-00000,emp-003,ep-00000-m-0025,ep-00000-th-026,34.472,[URGENT] Contract signature | D625,Thread anchor. Project D625. Owner Alex Shah. Due 2001-08-03. Need sign-off on the final contract terms so we can execute before the deadline. Need action by 2001-08-03. This is urgent. Thanks.,deadline_request,P0,ANSWER,D625,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0026,ep-00000-th-027,38.121,Quick action needed | B269,Thread anchor. Project B269. Owner Taylor Shah. Due 2001-02-19. Please take the requested action and confirm once done (or tell me what is blocked). Please handle this this week. Regards.,direct_request,P1,ANSWER,B269,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0027,ep-00000-th-028,44.986,[URGENT] Board deck numbers | U253,Thread anchor. Project U253. Owner Sam Khan. Due 2001-12-17. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-12-17. This is urgent. Best.,deadline_request,P0,ANSWER,U253,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0028,ep-00000-th-029,49.658,Heads up | P236,Thread anchor. Project P236. Owner Avery Chen. Due 2001-06-14. FYI: there is a minor change; no action needed from you right now. Regards.,informational_update,P2,ACK,P236,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0029,ep-00000-th-030,50.004,Review and respond | H537,Thread anchor. Project H537. Owner Jamie Chen. Due 2001-06-27. Please review the latest draft and reply with any edits or approval to proceed. Please handle this this week. Noted for reference.,direct_request,P1,ANSWER,H537,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0030,ep-00000-th-031,50.503,[URGENT] Board deck numbers | M826,Thread anchor. Project M826. Owner Sam Khan. Due 2001-04-16. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-04-16. This is urgent. Sharing in case useful.,deadline_request,P0,ANSWER,M826,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0031,ep-00000-th-032,52.581,Quick action needed | J842,Thread anchor. Project J842. Owner Alex Clark. Due 2001-07-04. Please take the requested action and confirm once done (or tell me what is blocked). Please handle this this week. Sharing in case useful.,direct_request,P1,ANSWER,J842,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0032,ep-00000-th-033,53.282,Owner clarification | C698,"Thread anchor. Project C698. Owner Jamie Patel. Due 2001-04-07. Question: who owns the next action here, and what is the expected timeline? Looping you in for visibility.",information_request,P1,REQUEST_INFO,C698,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0033,ep-00000-th-034,53.353,FYI update | Y791,Thread anchor. Project Y791. Owner Taylor Patel. Due 2001-08-26. FYI: we made progress and will follow up with a fuller update later. Best.,informational_update,P2,ACK,Y791,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0034,ep-00000-th-035,55.29,Blocking details | A226,"Thread anchor. Project A226. Owner Casey Brown. Due 2001-05-09. Question: what is blocked right now, and what do you need from me to unblock it? Regards.",information_request,P1,REQUEST_INFO,A226,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0035,ep-00000-th-036,56.911,[URGENT] Contract signature | Z385,Thread anchor. Project Z385. Owner Sam Khan. Due 2001-08-09. Need sign-off on the final contract terms so we can execute before the deadline. Need action by 2001-08-09. This is soon. Looping you in for visibility.,deadline_request,P0,ANSWER,Z385,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0036,ep-00000-th-037,59.365,Draft attached | G262,Thread anchor. Project G262. Owner Jordan Brown. Due 2001-01-09. Sharing the latest draft for reference. No action required yet unless you spot an issue. Sharing in case useful.,document_delivery,P2,ACK,G262,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0037,ep-00000-th-038,69.905,Decision recommendation | D901,Thread anchor. Project D901. Owner Alex Miller. Due 2001-11-25. Which option should we choose and why? Please recommend a path with 1-2 key tradeoffs. Please take a look and reply with your recommendation. Looping you in for visibility.,request_with_question,P1,ANSWER,D901,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0038,ep-00000-th-039,70.174,[URGENT] Board deck numbers | N522,Thread anchor. Project N522. Owner Taylor Lee. Due 2001-10-10. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-10-10. This is urgent. Best.,deadline_request,P0,ANSWER,N522,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0039,ep-00000-th-040,71.86,FYI update | T771,Thread anchor. Project T771. Owner Taylor Kim. Due 2001-01-27. FYI: we made progress and will follow up with a fuller update later. Sharing in case useful.,informational_update,P2,ACK,T771,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0040,ep-00000-th-041,73.046,Quick action needed | D160,Thread anchor. Project D160. Owner Cameron Clark. Due 2001-02-21. Please take the requested action and confirm once done (or tell me what is blocked). Please handle this this week. Sharing in case useful.,direct_request,P1,ANSWER,D160,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0041,ep-00000-th-042,74.951,Status check | S886,"Thread anchor. Project S886. Owner Alex Patel. Due 2001-04-09. Question: what is the current status, and what is the next step? Noted for reference.",information_request,P1,REQUEST_INFO,S886,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0042,ep-00000-th-043,74.963,FYI update | Z548,Thread anchor. Project Z548. Owner Casey Chen. Due 2001-02-27. FYI: we made progress and will follow up with a fuller update later. Sharing in case useful.,informational_update,P2,ACK,Z548,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0043,ep-00000-th-044,84.393,[URGENT] Contract signature | H218,Thread anchor. Project H218. Owner Alex Shah. Due 2001-12-04. Need sign-off on the final contract terms so we can execute before the deadline. Need action by 2001-12-04. This is urgent. Looping you in for visibility.,deadline_request,P0,ANSWER,H218,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0044,ep-00000-th-045,94.098,Blocking details | S474,"Thread anchor. Project S474. Owner Jordan Clark. Due 2001-10-01. Question: what is blocked right now, and what do you need from me to unblock it? Sharing in case useful.",information_request,P1,REQUEST_INFO,S474,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0045,ep-00000-th-046,95.248,[URGENT] Contract signature | V217,Thread anchor. Project V217. Owner Morgan Patel. Due 2001-07-26. Need sign-off on the final contract terms so we can execute before the deadline. Need action by 2001-07-26. This is urgent. Sharing in case useful.,deadline_request,P0,ANSWER,V217,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0046,ep-00000-th-047,100.937,Decision recommendation | H557,Thread anchor. Project H557. Owner Jamie Garcia. Due 2001-12-15. Which option should we choose and why? Please recommend a path with 1-2 key tradeoffs. Please take a look and reply with your recommendation. Noted for reference.,request_with_question,P1,ANSWER,H557,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0047,ep-00000-th-048,107.531,Heads up | M122,Thread anchor. Project M122. Owner Casey Brown. Due 2001-02-18. FYI: there is a minor change; no action needed from you right now. Thanks.,informational_update,P2,ACK,M122,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0048,ep-00000-th-049,107.569,Risk assessment | D773,Thread anchor. Project D773. Owner Morgan Lee. Due 2001-12-05. Can you assess the main risks and propose mitigations before we commit? Please take a look and reply with your recommendation. Regards.,request_with_question,P1,ANSWER,D773,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0049,ep-00000-th-050,110.297,Schedule change | T823,Thread anchor. Project T823. Owner Morgan Chen. Due 2001-08-22. FYI: timeline shifted; we will adjust and confirm the new plan. Thanks.,informational_update,P2,ACK,T823,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0050,ep-00000-th-051,118.147,[URGENT] Approval needed | C358,Thread anchor. Project C358. Owner Cameron Kim. Due 2001-10-13. Need your approval on the revised plan so we can proceed without slipping the due date. Need action by 2001-10-13. This is urgent. Noted for reference.,deadline_request,P0,ANSWER,C358,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0051,ep-00000-th-052,118.219,[URGENT] Contract signature | Y880,Thread anchor. Project Y880. Owner Riley Shah. Due 2001-04-12. Need sign-off on the final contract terms so we can execute before the deadline. Need action by 2001-04-12. This is soon. Looping you in for visibility.,deadline_request,P0,ANSWER,Y880,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0052,ep-00000-th-053,118.743,FYI update | L965,Thread anchor. Project L965. Owner Cameron Kim. Due 2001-06-15. FYI: we made progress and will follow up with a fuller update later. Thanks.,informational_update,P2,ACK,L965,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0053,ep-00000-th-054,120.044,Schedule change | Z770,Thread anchor. Project Z770. Owner Cameron Clark. Due 2001-12-03. FYI: timeline shifted; we will adjust and confirm the new plan. Noted for reference.,informational_update,P2,ACK,Z770,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0054,ep-00000-th-055,125.796,FYI update | P421,Thread anchor. Project P421. Owner Jordan Patel. Due 2001-10-09. FYI: we made progress and will follow up with a fuller update later. Looping you in for visibility.,informational_update,P2,ACK,P421,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0055,ep-00000-th-056,129.164,Schedule change | X927,Thread anchor. Project X927. Owner Casey Patel. Due 2001-02-08. FYI: timeline shifted; we will adjust and confirm the new plan. Sharing in case useful.,informational_update,P2,ACK,X927,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0056,ep-00000-th-057,130.759,FYI update | D585,Thread anchor. Project D585. Owner Alex Miller. Due 2001-01-06. FYI: we made progress and will follow up with a fuller update later. Looping you in for visibility.,informational_update,P2,ACK,D585,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0057,ep-00000-th-058,131.54,[URGENT] Contract signature | L631,Thread anchor. Project L631. Owner Casey Shah. Due 2001-10-12. Need sign-off on the final contract terms so we can execute before the deadline. Need action by 2001-10-12. This is soon. Sharing in case useful.,deadline_request,P0,ANSWER,L631,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0058,ep-00000-th-059,131.558,FYI update | N812,Thread anchor. Project N812. Owner Cameron Brown. Due 2001-01-14. FYI: we made progress and will follow up with a fuller update later. Noted for reference.,informational_update,P2,ACK,N812,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0059,ep-00000-th-060,133.028,FYI update | F324,Thread anchor. Project F324. Owner Jamie Brown. Due 2001-12-12. FYI: we made progress and will follow up with a fuller update later. Sharing in case useful.,informational_update,P2,ACK,F324,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0060,ep-00000-th-061,139.214,Heads up | J932,Thread anchor. Project J932. Owner Casey Clark. Due 2001-02-03. FYI: there is a minor change; no action needed from you right now. Noted for reference.,informational_update,P2,ACK,J932,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0061,ep-00000-th-062,139.695,Decision recommendation | K931,Thread anchor. Project K931. Owner Jamie Lee. Due 2001-11-24. Which option should we choose and why? Please recommend a path with 1-2 key tradeoffs. Please take a look and reply with your recommendation. Sharing in case useful.,request_with_question,P1,ANSWER,K931,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0062,ep-00000-th-063,143.943,Owner clarification | Z388,"Thread anchor. Project Z388. Owner Cameron Brown. Due 2001-10-18. Question: who owns the next action here, and what is the expected timeline? Regards.",information_request,P1,REQUEST_INFO,Z388,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0063,ep-00000-th-064,144.928,Blocking details | T220,"Thread anchor. Project T220. Owner Cameron Brown. Due 2001-04-15. Question: what is blocked right now, and what do you need from me to unblock it? Sharing in case useful.",information_request,P1,REQUEST_INFO,T220,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0064,ep-00000-th-065,145.762,FYI update | M804,Thread anchor. Project M804. Owner Taylor Shah. Due 2001-08-07. FYI: we made progress and will follow up with a fuller update later. Regards.,informational_update,P2,ACK,M804,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0065,ep-00000-th-066,146.62,[URGENT] Board deck numbers | L529,Thread anchor. Project L529. Owner Jordan Chen. Due 2001-08-07. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-08-07. This is urgent. Best.,deadline_request,P0,ANSWER,L529,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0066,ep-00000-th-067,147.429,Decision recommendation | J490,Thread anchor. Project J490. Owner Taylor Patel. Due 2001-09-07. Which option should we choose and why? Please recommend a path with 1-2 key tradeoffs. Please take a look and reply with your recommendation. Noted for reference.,request_with_question,P1,ANSWER,J490,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0067,ep-00000-th-068,148.362,[URGENT] Contract signature | R923,Thread anchor. Project R923. Owner Cameron Chen. Due 2001-10-10. Need sign-off on the final contract terms so we can execute before the deadline. Need action by 2001-10-10. This is soon. Thanks.,deadline_request,P0,ANSWER,R923,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0068,ep-00000-th-069,149.604,Schedule change | W281,Thread anchor. Project W281. Owner Cameron Brown. Due 2001-07-22. FYI: timeline shifted; we will adjust and confirm the new plan. Sharing in case useful.,informational_update,P2,ACK,W281,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0069,ep-00000-th-070,152.393,Blocking details | E760,"Thread anchor. Project E760. Owner Alex Kim. Due 2001-08-20. Question: what is blocked right now, and what do you need from me to unblock it? Sharing in case useful.",information_request,P1,REQUEST_INFO,E760,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0070,ep-00000-th-071,154.443,Heads up | D956,Thread anchor. Project D956. Owner Jamie Shah. Due 2001-02-18. FYI: there is a minor change; no action needed from you right now. Best.,informational_update,P2,ACK,D956,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0071,ep-00000-th-072,157.702,Owner clarification | N941,"Thread anchor. Project N941. Owner Riley Patel. Due 2001-12-27. Question: who owns the next action here, and what is the expected timeline? Regards.",information_request,P1,REQUEST_INFO,N941,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0072,ep-00000-th-073,160.503,Heads up | P500,Thread anchor. Project P500. Owner Riley Khan. Due 2001-10-27. FYI: there is a minor change; no action needed from you right now. Regards.,informational_update,P2,ACK,P500,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0073,ep-00000-th-074,160.934,FYI update | S630,Thread anchor. Project S630. Owner Alex Lee. Due 2001-07-18. FYI: we made progress and will follow up with a fuller update later. Noted for reference.,informational_update,P2,ACK,S630,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0074,ep-00000-th-075,163.56,Owner clarification | O107,"Thread anchor. Project O107. Owner Casey Chen. Due 2001-06-20. Question: who owns the next action here, and what is the expected timeline? Regards.",information_request,P1,REQUEST_INFO,O107,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0075,ep-00000-th-076,163.782,Scope tradeoff | X818,"Thread anchor. Project X818. Owner Casey Chen. Due 2001-03-17. If we need to cut scope, what would you remove first? Please recommend a minimal viable plan. Please take a look and reply with your recommendation. Thanks.",request_with_question,P1,ANSWER,X818,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0076,ep-00000-th-077,164.204,[URGENT] Board deck numbers | D806,Thread anchor. Project D806. Owner Jordan Miller. Due 2001-02-14. Please confirm the final numbers for the deck (key metrics + narrative) before distribution. Need action by 2001-02-14. This is soon. Noted for reference.,deadline_request,P0,ANSWER,D806,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0077,ep-00000-th-078,166.062,Owner clarification | F703,"Thread anchor. Project F703. Owner Riley Garcia. Due 2001-09-26. Question: who owns the next action here, and what is the expected timeline? Looping you in for visibility.",information_request,P1,REQUEST_INFO,F703,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0078,ep-00000-th-079,167.783,FYI update | H814,Thread anchor. Project H814. Owner Taylor Brown. Due 2001-04-09. FYI: we made progress and will follow up with a fuller update later. Regards.,informational_update,P2,ACK,H814,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0079,ep-00000-th-080,168.07,Status check | C941,"Thread anchor. Project C941. Owner Casey Chen. Due 2001-09-11. Question: what is the current status, and what is the next step? Looping you in for visibility.",information_request,P1,REQUEST_INFO,C941,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0080,ep-00000-th-081,169.651,[URGENT] Blocking incident | O953,Thread anchor. Project O953. Owner Avery Garcia. Due 2001-10-18. A blocking issue is preventing progress; need a go/no-go decision on the fallback option. Need action by 2001-10-18. This is soon. Regards.,deadline_request,P0,ANSWER,O953,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0081,ep-00000-th-082,169.701,Blocking details | A745,"Thread anchor. Project A745. Owner Cameron Khan. Due 2001-06-04. Question: what is blocked right now, and what do you need from me to unblock it? Sharing in case useful.",information_request,P1,REQUEST_INFO,A745,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0082,ep-00000-th-083,169.956,Heads up | Q210,Thread anchor. Project Q210. Owner Jordan Chen. Due 2001-08-01. FYI: there is a minor change; no action needed from you right now. Looping you in for visibility.,informational_update,P2,ACK,Q210,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0083,ep-00000-th-084,170.087,[URGENT] Blocking incident | C508,Thread anchor. Project C508. Owner Riley Clark. Due 2001-06-09. A blocking issue is preventing progress; need a go/no-go decision on the fallback option. Need action by 2001-06-09. This is urgent. Thanks.,deadline_request,P0,ANSWER,C508,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0084,ep-00000-th-085,170.312,Draft attached | L563,Thread anchor. Project L563. Owner Avery Miller. Due 2001-10-16. Sharing the latest draft for reference. No action required yet unless you spot an issue. Regards.,document_delivery,P2,ACK,L563,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0085,ep-00000-th-086,171.154,Schedule change | B890,Thread anchor. Project B890. Owner Jamie Kim. Due 2001-10-24. FYI: timeline shifted; we will adjust and confirm the new plan. Noted for reference.,informational_update,P2,ACK,B890,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0086,ep-00000-th-087,171.389,Decision recommendation | Z121,Thread anchor. Project Z121. Owner Jamie Patel. Due 2001-08-18. Which option should we choose and why? Please recommend a path with 1-2 key tradeoffs. Please take a look and reply with your recommendation. Best.,request_with_question,P1,ANSWER,Z121,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0087,ep-00000-th-088,171.444,Blocking details | W126,"Thread anchor. Project W126. Owner Sam Kim. Due 2001-06-05. Question: what is blocked right now, and what do you need from me to unblock it? Regards.",information_request,P1,REQUEST_INFO,W126,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0088,ep-00000-th-089,171.448,FYI update | F113,Thread anchor. Project F113. Owner Avery Kim. Due 2001-08-26. FYI: we made progress and will follow up with a fuller update later. Best.,informational_update,P2,ACK,F113,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0089,ep-00000-th-090,173.129,FYI update | E146,Thread anchor. Project E146. Owner Cameron Shah. Due 2001-12-23. FYI: we made progress and will follow up with a fuller update later. Sharing in case useful.,informational_update,P2,ACK,E146,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0090,ep-00000-th-091,177.515,Blocking details | W320,"Thread anchor. Project W320. Owner Alex Shah. Due 2001-10-28. Question: what is blocked right now, and what do you need from me to unblock it? Best.",information_request,P1,REQUEST_INFO,W320,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0091,ep-00000-th-092,178.925,FYI update | V727,Thread anchor. Project V727. Owner Cameron Clark. Due 2001-06-02. FYI: we made progress and will follow up with a fuller update later. Best.,informational_update,P2,ACK,V727,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0092,ep-00000-th-093,184.491,Owner clarification | D726,"Thread anchor. Project D726. Owner Casey Brown. Due 2001-09-16. Question: who owns the next action here, and what is the expected timeline? Noted for reference.",information_request,P1,REQUEST_INFO,D726,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0093,ep-00000-th-094,186.24,FYI update | L239,Thread anchor. Project L239. Owner Cameron Miller. Due 2001-01-06. FYI: we made progress and will follow up with a fuller update later. Regards.,informational_update,P2,ACK,L239,none,,0,1,105
ep-00000,emp-003,ep-00000-m-0094,ep-00000-th-095,186.348,Quick action needed | S569,Thread anchor. Project S569. Owner Avery Miller. Due 2001-08-15. Please take the requested action and confirm once done (or tell me what is blocked). Please handle this this week. Regards.,direct_request,P1,ANSWER,S569,none,,0,1,105
