episode_id,employee_id,message_id,thread_id,arrival_min,subject,body,archetype,gold_priority,gold_reply_type,gold_required_key,gold_required_value,needs_memory,is_anchor_message,n_threads
ep-00000,emp-003,ep-00000-m-0036,ep-00000-th-034,58.32,Re: RE: Enron Greeley Contracts,"Quick follow-up on this thread. As discussed earlier, please handle this today. Need a response and next step. I will talk to Theresa and Gerald.  I'm sorry for all the confusion and will get back to you ASAP.

Paul

-----Original Message-----
From: Poole Jr., Robert W. [mailto:Robert.Poole@atmosenergy.com]
Sent: Monday, October 01, 2001 9:20 AM
To: Lucci, Paul T.
Cc: ",deadline_request,P0,ANSWER,project_code,Z429,1,0,35
ep-00000,emp-003,ep-00000-m-0037,ep-00000-th-034,59.451,Re: RE:,"Quick follow-up on this thread. As discussed earlier, please handle this this week. Need a response and next step. we can go somewhere nice.  real nice.

 -----Original Message-----
From: 	Erin Richardson <erichardson@sarofim.com>@ENRON  
Sent:	Tuesday, October 16, 2001 7:42 AM
To:	Lenhart, Matthew
Subject:	RE:

fine, i'll take you to dinner but only b/c i am sweet like th",direct_request,P1,ANSWER,project_code,Z429,1,0,35
ep-00000,emp-003,ep-00000-m-0038,ep-00000-th-034,59.705,Re: RE: Jim,"Quick follow-up on this thread. As discussed earlier, please handle this this week. Need a response and next step. Thanks for the tip.  Why don't we try to have lunch in early December - I'm going to try and take off the week after Thanksgiving.

Jim

 -----Original Message-----
From: 	doakland@reliant.com@ENRON  
Sent:	Thursday, November 15, 2001 4:02 PM
To:	Steffes, Jame",request_with_question,P1,ANSWER,project_code,Z429,1,0,35
ep-00000,emp-003,ep-00000-m-0039,ep-00000-th-034,63.582,Re: Start Date: 1/9/02; HourAhead hour: 22;,"Quick follow-up on this thread. As discussed earlier, please handle this none. Need a response and next step. Start Date: 1/9/02; HourAhead hour: 22;  No ancillary schedules awarded.  No variances detected. 

    LOG MESSAGES:

PARSING FILE -->> O:\Portland\WestDesk\California Scheduling\ISO Final Schedules\2002010922.txt",informational_update,P2,ACK,project_code,Z429,1,0,35
ep-00000,emp-003,ep-00000-m-0040,ep-00000-th-034,63.636,Re: Corrected Version of Scenarios,"Follow-up for project Z429. Owner Avery Chen. Please close this today. Deadline remains 2001-09-13. This copy should correct all of the the typos identified on the call this 
morning.  Apologies if I've missed any.

Best,
Jeff",deadline_request,P0,ANSWER,none,,0,0,35
ep-00000,emp-003,ep-00000-m-0041,ep-00000-th-034,63.736,Re: Re: Tenaska IV Gas,"Quick follow-up on this thread. As discussed earlier, please handle this this week. Need a response and next step. Megan, 

I adjusted deal 529856 on the 2nd of Oct and Nov for the adjustments below.  
Can you make this work?

D


   
	Enron North America Corp.
	
	From:  Megan Parker @ ENRON                           12/29/2000 12:08 PM
	

To: Daren J Farmer/HOU/ECT@ECT
cc",direct_request,P1,ANSWER,project_code,Z429,1,0,35
ep-00000,emp-003,ep-00000-m-0042,ep-00000-th-009,63.858,Re: RE:,"Quick follow-up on this thread. As discussed earlier, please handle this this week. Need a response and next step. Let's stay downtown then.
--------------------------
Sent from my BlackBerry Wireless Handheld",information_request,P1,REQUEST_INFO,project_code,U783,1,0,35
ep-00000,emp-003,ep-00000-m-0043,ep-00000-th-004,68.004,Re: Fw: Must have been the Mexican Food,"Follow-up for project L549. Owner Taylor Patel. Please close this this week. Deadline remains 2001-12-22. ---------------------- Forwarded by Darron C Giron/HOU/ECT on 09/05/2000 
12:44 PM ---------------------------


""hollyw"" <hollyw@email.msn.com> on 08/26/2000 10:52:28 AM
To: ""Sheri Thomas"" <Sheri.Thomas@enron.com>, ""Rochelle Smith"" 
<rochelle@waterengineers.c",information_request,P1,REQUEST_INFO,none,,0,0,35
ep-00000,emp-003,ep-00000-m-0044,ep-00000-th-004,69.846,Re: TRV Notification:  (West VaR - 11/29/2001),"Follow-up for project L549. Owner Taylor Patel. Please close this today. Deadline remains 2001-12-22. The report named: West VaR <http://trv.corp.enron.com/linkFromExcel.asp?report_cd=36&report_name=West+VaR&category_cd=2&category_name=WEST&toc_hide=1&sTV1=2&TV1Exp=Y&current_efct_date=11/29/2001>, published as of 11/29/2001 is now available for viewing on the ",deadline_request,P0,ANSWER,none,,0,0,35
ep-00000,emp-003,ep-00000-m-0045,ep-00000-th-009,70.86,Re: UPDATE: Supported Internet Email Addresses,"Quick follow-up on this thread. As discussed earlier, please handle this none. Need a response and next step. This is a reminder that the ect.enron.com,ei.enron.com,and ees.enron.com Email domains will be decommissioned by close of business Friday, January 18th. If you currently use an Email address of name@ect.enron.com, name@ei.enron.com or name@ees.enron.com, you w",informational_update,P2,ACK,project_code,U783,1,0,35
ep-00000,emp-003,ep-00000-m-0046,ep-00000-th-009,71.815,Re: Financial Council Agenda,"Follow-up for project U783. Owner Jordan Garcia. Please close this today. Deadline remains 2001-06-14. Attached is the agenda for tomorrow's Financial Council meeting.  Handouts 
will be distributed at the meeting (non-Houston locations will receive in 
advance of meeting).  Please call me with any questions.  Thanks!",deadline_request,P0,ANSWER,none,,0,0,35
ep-00000,emp-003,ep-00000-m-0047,ep-00000-th-013,76.963,Re: Re: Duke exchange deal - Supply,"Follow-up for project D717. Owner Morgan Garcia. Please close this today. Deadline remains 2001-03-16. KH, 

HSC-.0825 is the correct price, based on the final agreement.  I have 
corrected the deal in Sitara.

D




Katherine Herrera@ENRON
09/26/2000 03:31 PM
To: Daren J Farmer/HOU/ECT@ECT
cc:  
Subject: Duke exchange deal - Supply


Deal #231757
Purchase

The",deadline_request,P0,ANSWER,none,,0,0,35
ep-00000,emp-003,ep-00000-m-0048,ep-00000-th-017,79.418,Re: FW: pricing,"Follow-up for project R672. Owner Jordan Clark. Please close this none. Deadline remains 2001-03-23. -----Original Message-----
From: Frers, Greg 
Sent: Tuesday, July 17, 2001 7:59 AM
To: Mckay, Jonathan
Subject: pricing


Jon,
 
Good talking with you this morning.  I have a few clients that would like to contract at the 5.00 level.  Could you price 123 year ",informational_update,P2,ACK,none,,0,0,35
ep-00000,emp-003,ep-00000-m-0049,ep-00000-th-023,80.194,"Re: Recommendations from 9/18 Meeting on Transaction Expense Controls /
 Delegations of Authority","Quick follow-up on this thread. As discussed earlier, please handle this this week. Need a response and next step. Below please find a summary of recommendations from a meeting held Tuesday 9/17 between Chip Schneider, Joe Deffner and Wes Colwell.  It is contemplated that these or similar recommendations will be implemented to control capital and other expenditures related",direct_request,P1,ANSWER,project_code,O814,1,0,35
ep-00000,emp-003,ep-00000-m-0050,ep-00000-th-023,83.012,Re: New basis report,"Follow-up for project O814. Owner Taylor Shah. Please close this none. Deadline remains 2001-01-10. Bhavna:

The basis report has been updated to cover 2000 prices. It is called 
Basisnw7.xls and is in the ERG database.
It looks to be working correctly, but of course without data it is a little 
hard to confirm.  As always, it is ultimately your job to verif",document_delivery,P2,ACK,none,,0,0,35
ep-00000,emp-003,ep-00000-m-0051,ep-00000-th-033,83.159,Re: Deal 428861.01,"Follow-up for project J962. Owner Alex Garcia. Please close this none. Deadline remains 2001-02-10. Kate, just happened to notice when they entered the leg 2 of the deal 
428861.01.... is it suppose to be 7days a week, 24 hours a day,  the 
428861.01 is off peak hours only.

Thanks",informational_update,P2,ACK,none,,0,0,35
ep-00000,emp-003,ep-00000-m-0052,ep-00000-th-033,85.551,Re: follow up,"Quick follow-up on this thread. As discussed earlier, please handle this this week. Need a response and next step. PS  The cost of having Day's firm file for you folks wouldn't be more than $100-200.",direct_request,P1,ANSWER,project_code,J962,1,0,35
ep-00000,emp-003,ep-00000-m-0053,ep-00000-th-020,85.698,Re: RE: Massachusetts,"Follow-up for project O133. Owner Jordan Kim. Please close this this week. Deadline remains 2001-02-13. Probably not.  I am engaged in Mass. and have been working on a relationship w/ Connelly

 -----Original Message-----
From: 	Steffes, James D.  
Sent:	Tuesday, October 16, 2001 2:34 PM
To:	Montovano, Steve
Subject:	RE: Massachusetts

Should this go into Janine",direct_request,P1,ANSWER,none,,0,0,35
ep-00000,emp-003,ep-00000-m-0054,ep-00000-th-018,86.019,Re: Re: Blackbird,"Follow-up for project A816. Owner Riley Miller. Please close this this week. Deadline remains 2001-08-14. I have asked that you be placed on the distribution list--the system is down, 
or I would attach copies of the other documents; however, we expect new 
drafts from A&K tonight and I do not think it would be profitable for you to 
review the drafts we have of t",information_request,P1,REQUEST_INFO,none,,0,0,35
ep-00000,emp-003,ep-00000-m-0055,ep-00000-th-015,86.452,Re: FW: In the spirit of cooperation...,"Quick follow-up on this thread. As discussed earlier, please handle this today. Need a response and next step. FYI -Sally 
-----Original Message-----
From: Beck, Sally 
Sent: Monday, October 1, 2001 6:27 PM
To: Rub, Jenny
Subject: In the spirit of cooperation...


John is keeping us updated on Unify production problems, which unfortunately occur rather frequently.  Whe",deadline_request,P0,ANSWER,project_code,S187,1,0,35
ep-00000,emp-003,ep-00000-m-0056,ep-00000-th-015,96.887,Re: Review of new Enron Internet Site,"Follow-up for project S187. Owner Taylor Miller. Please close this this week. Deadline remains 2001-10-13. I have been asked to coordinate a meeting to review the new Enron Internet 
Site.  I have reserved the video conference room on 41 (4102) from 9:00 am to 
10:00 am on Tueday, June 20.  If you cannot attend, please respond asap so we 
can reschedule if particip",deadline_request,P0,ANSWER,none,,0,0,35
ep-00000,emp-003,ep-00000-m-0057,ep-00000-th-005,97.428,Re: Pre-Paid Legal Services!,Follow-up for project Q461. Owner Cameron Brown. Please close this none. Deadline remains 2001-06-13. Pre-Paid Legal Services is a company on the New York Stock Exchange providing unlimited legal consultation and other services by simply enrolling as a member.   Now you will never go a day again without being able to pick up the phone to speak with an attorney,document_delivery,P2,ACK,none,,0,0,35
ep-00000,emp-003,ep-00000-m-0058,ep-00000-th-005,97.459,Re: Daily-Blessings 10/26/00,"Follow-up for project Q461. Owner Cameron Brown. Please close this this week. Deadline remains 2001-06-13. ---------------------- Forwarded by Judy Hernandez/HOU/ECT on 10/26/2000 
08:26 AM ---------------------------


Daily-Blessings <dailyblessings.10@lists.postmastergeneral.com> on 10/25/2000 
11:17:05 PM
To: judy.hernandez@enron.com
cc:  
Subject: Daily-Blessi",direct_request,P1,ANSWER,none,,0,0,35
ep-00000,emp-003,ep-00000-m-0059,ep-00000-th-016,98.278,Re: Schedule C Reserve,"Quick follow-up on this thread. As discussed earlier, please handle this today. Need a response and next step. Mgmt- West took $15 million out of schedule C Reserve on Sept.  1.",deadline_request,P0,ANSWER,project_code,U856,1,0,35
ep-00000,emp-003,ep-00000-m-0060,ep-00000-th-016,99.166,Re: I-45 Southbound Construction,"Quick follow-up on this thread. As discussed earlier, please handle this this week. Need a response and next step. The initial phase of construction on I-45  is scheduled to begin Sunday, 
October 1, all southbound lanes will be closed Sunday night at 7:00 p.m., 
with a detour at I-10 eastbound to US 59 southbound.  Two southbound lanes 
will be reopened  on I-45 beginning",request_with_question,P1,ANSWER,project_code,U856,1,0,35
ep-00000,emp-003,ep-00000-m-0061,ep-00000-th-016,100.254,Re: Reminder,"Quick follow-up on this thread. As discussed earlier, please handle this this week. Need a response and next step. Just a reminder to forward the Calpine docs to Eric Ledain in Canada.

Thanks

Stephanie",request_with_question,P1,ANSWER,project_code,U856,1,0,35
